OID_,FID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Are,Shape__Len,DEM_min,DEM_mean,DEM_max,DEM_std,FloAc_rang,FloAc_mean,FloAc_std,FlowAc_max,Haz_major,Haz_max,FloDir_maj,FloDir_mea,FloDir_std,2010_POP,2015_POP,2021_POP
241,241,48,201,532503,48201532503,5325.03,Census Tract 5325.03,G5020,S,2119630,2497,29.8933089,-95.517939,2832861.1875,7029.84871312316,25,30.8325996,33.0,1.14816,3508.0,33.0001984,186.3869934,3508.0,0.0,0.0,4.0,22.2206993,38.6727982,,,
242,242,48,201,534204,48201534204,5342.04,Census Tract 5342.04,G5020,S,2270985,24571,29.8833074,-95.5366596,3064032.6484375,8970.08155010704,22,29.9568005,37.0,1.83792,2114.0,18.9048996,82.1884003,2114.0,2.0,2.0,4.0,20.7912998,40.1994019,,,
243,243,48,201,534205,48201534205,5342.05,Census Tract 5342.05,G5020,S,2500993,10953,29.8939622,-95.5409747,3353489.3671875,10595.5031233012,27,32.0280991,40.0,0.930631,5822.0,29.9256001,232.1779938,5822.0,1.0,1.0,16.0,28.3850002,41.5858002,,,
244,244,48,201,534102,48201534102,5341.02,Census Tract 5341.02,G5020,S,4935881,69591,29.9122939,-95.5115352,6684471.953125,11002.7752228243,21,32.3008995,39.0,1.52984,7418.0,34.3097992,196.1260071,7418.0,1.0,1.0,4.0,24.1047993,42.2972984,,,
245,245,48,201,534101,48201534101,5341.01,Census Tract 5341.01,G5020,S,7636161,111318,29.9170973,-95.5375312,10347976.1875,16115.3327346984,16,34.3890991,47.0,2.6754601,4315.0,22.5478992,123.0630035,4315.0,1.0,1.0,4.0,31.2989006,50.9897003,,,
246,246,48,201,540101,48201540101,5401.01,Census Tract 5401.01,G5020,S,11970609,165536,29.8383069,-95.5863003,16186623.5546875,17985.8541895724,27,31.8775997,38.0,1.56154,7106.0,26.3910007,208.5500031,7106.0,1.0,2.0,4.0,27.1961994,47.7888985,,,
247,247,48,201,540102,48201540102,5401.02,Census Tract 5401.02,G5020,S,10056946,20941,29.8685925,-95.5812725,13447164.2539063,18196.0236830062,25,33.4123001,47.0,1.57023,3619.0,17.559,89.4505005,3619.0,1.0,1.0,1.0,26.9599991,44.2766991,,,
248,248,48,201,540903,48201540903,5409.03,Census Tract 5409.03,G5020,S,1429733,0,29.9059343,-95.6255423,1909163.69921875,5757.028401747,35,38.2233009,45.0,0.671154,2273.0,20.8796005,96.8420029,2273.0,0.0,0.0,1.0,24.4016991,47.2910995,,,
249,249,48,201,522002,48201522002,5220.02,Census Tract 5220.02,G5020,S,907090,0,29.8263308,-95.5307746,1209351.4921875,4989.72324118283,24,27.3997002,29.0,0.70832,1749.0,19.7859993,95.569397,1749.0,1.0,1.0,4.0,28.9698009,38.9127998,,,
250,250,48,201,551101,48201551101,5511.01,Census Tract 5511.01,G5020,S,1828700,0,29.9871263,-95.4877052,2445856.6015625,7094.59907485024,33,35.2944984,37.0,0.71948,1880.0,20.9181995,97.4644012,1880.0,0.0,0.0,4.0,21.5144997,42.3320999,,,
251,251,48,201,554905,48201554905,5549.05,Census Tract 5549.05,G5020,S,9803923,196112,30.0607627,-95.5315074,13394611.4726563,22667.769213124495,37,42.8180008,47.0,1.57735,5162.0,31.2961998,207.6920013,5162.0,1.0,2.0,4.0,24.5617008,41.3328018,,,
252,252,48,201,541005,48201541005,5410.05,Census Tract 5410.05,G5020,S,1636970,8947,29.9119752,-95.6324988,2198083.6328125,8129.846139935421,36,39.0139008,46.0,0.56075,2819.0,16.6576996,116.8059998,2819.0,0.0,0.0,4.0,29.4808998,40.8535004,,,
253,253,48,201,541004,48201541004,5410.04,Census Tract 5410.04,G5020,S,3696359,10523,29.9232994,-95.640396,4951114.15234375,11603.3561832763,35,40.1099014,49.0,1.1068799,2080.0,20.3448009,109.2789993,2080.0,0.0,0.0,4.0,26.1173,45.7447014,,,
254,254,48,201,554804,48201554804,5548.04,Census Tract 5548.04,G5020,S,8404497,164954,30.0619957,-95.5594107,11476877.2421875,14453.4066126537,34,44.7883987,51.0,1.65923,13011.0,34.8238983,313.3420105,13011.0,1.0,2.0,4.0,28.2313995,50.2552986,,,
255,255,48,201,350102,48201350102,3501.02,Census Tract 3501.02,G5020,S,4534678,34272,29.5644702,-95.2310779,6060084.00390625,14314.5531528937,5,11.0620003,16.0,1.63262,4062.0,20.7418003,141.723999,4062.0,1.0,2.0,4.0,37.3860016,56.6542015,,,
256,256,48,201,555002,48201555002,5550.02,Census Tract 5550.02,G5020,S,3599259,2230,30.062073,-95.4871411,4824282.26953125,8985.2988587514,35,40.3406982,43.0,0.93434,2967.0,24.5797997,134.1690063,2967.0,0.0,0.0,4.0,25.2238007,40.153801,,,
257,257,48,201,554906,48201554906,5549.06,Census Tract 5549.06,G5020,S,1959176,8049,30.0530825,-95.5008906,2634622.9609375,7404.630960503049,36,40.8737984,43.0,0.822106,5748.0,18.6886005,174.1029968,5748.0,1.0,1.0,16.0,34.9258995,49.9984016,,,
258,258,48,201,553804,48201553804,5538.04,Census Tract 5538.04,G5020,S,2728600,21917,30.0349909,-95.5302634,3682194.2773437505,8771.3204992987,31,39.7261009,45.0,2.18628,7680.0,31.8962002,247.5650024,7680.0,0.0,0.0,4.0,21.0617008,39.0956993,,,
259,259,48,201,553803,48201553803,5538.03,Census Tract 5538.03,G5020,S,2671009,23175,30.0369524,-95.5207019,3607050.1523437505,9149.86073005184,30,39.1091003,44.0,2.01878,3183.0,35.8185997,186.0460052,3183.0,0.0,0.0,1.0,32.6786995,48.2681007,,,
260,260,48,201,240804,48201240804,2408.04,Census Tract 2408.04,G5020,S,896201,0,30.0274141,-95.425315,1199617.09765625,4431.8541038289295,25,32.7761002,40.0,1.80255,2698.0,25.9617996,127.6350021,2698.0,0.0,0.0,64.0,33.7549019,40.2005997,,,
261,261,48,201,241302,48201241302,2413.02,Census Tract 2413.02,G5020,S,9525933,62728,30.0584637,-95.4162491,12841803.7460938,19512.7298814552,18,31.7549,44.0,3.31267,4520.0,25.3862991,149.2250061,4520.0,1.0,2.0,4.0,22.9223003,39.110199,,,
262,262,48,201,555704,48201555704,5557.04,Census Tract 5557.04,G5020,S,7912092,4911,30.0131548,-95.7659789,10594293.6757813,15898.9492325959,55,59.896801,69.0,1.1901799,14557.0,40.526001,265.6459961,14557.0,0.0,0.0,64.0,40.5432014,49.1567993,,,
263,263,48,201,554404,48201554404,5544.04,Census Tract 5544.04,G5020,S,5949674,113755,29.977581,-95.640576,8107768.351562499,14082.8258691378,33,41.764801,55.0,1.89315,4013.0,21.3773003,123.3789978,4013.0,2.0,2.0,1.0,34.3213997,52.7046013,,,
264,264,48,201,555505,48201555505,5555.05,Census Tract 5555.05,G5020,S,7484349,53228,30.0146297,-95.6149184,10087481.3359375,17264.9398445327,37,45.6175995,52.0,1.67941,3220.0,21.6422005,120.6230011,3220.0,2.0,2.0,4.0,33.2905998,51.6295013,,,
265,265,48,201,250305,48201250305,2503.05,Census Tract 2503.05,G5020,S,2370769,0,29.9688045,-95.2133443,3170159.58203125,10342.5841849143,18,21.2544994,24.0,0.904717,5331.0,25.4067001,147.7440033,5331.0,0.0,0.0,4.0,21.6888008,37.4925995,,,
266,266,48,201,250901,48201250901,2509.01,Census Tract 2509.01,G5020,S,3415734,1170962,30.0439916,-95.1642092,6141428.61328125,11854.4935915399,13,15.2228003,22.0,1.86889,19776.0,90.1363983,837.026001,19776.0,1.0,2.0,1.0,22.0226002,39.6612015,,,
267,267,48,201,521402,48201521402,5214.02,Census Tract 5214.02,G5020,S,930581,0,29.824482,-95.503472,1240623.40234375,5381.08654956712,19,23.4827003,25.0,0.735716,4872.0,46.2588005,222.7449951,4872.0,2.0,2.0,4.0,24.8969002,35.0544014,,,
268,268,48,201,520501,48201520501,5205.01,Census Tract 5205.01,G5020,S,4621018,0,29.8148906,-95.4713169,6159437.43359375,15487.7961344056,17,21.9601002,29.0,1.09446,4547.0,30.5384998,176.9259949,4547.0,1.0,2.0,1.0,33.9452019,45.2778015,,,
269,269,48,201,521701,48201521701,5217.01,Census Tract 5217.01,G5020,S,4084021,370,29.8582185,-95.5307509,5448750.98828125,14649.1548249866,24,27.8572006,35.0,1.2909499,6689.0,21.2254009,107.5550003,6689.0,1.0,1.0,1.0,31.8089008,44.5516014,,,
270,270,48,201,551901,48201551901,5519.01,Census Tract 5519.01,G5020,S,377313,0,29.9034698,-95.5860688,503813.484375,3924.05291993594,32,34.7624016,36.0,0.502166,1455.0,29.7523003,103.1689987,1455.0,0.0,0.0,1.0,13.2168999,30.4123001,,,
271,271,48,201,240903,48201240903,2409.03,Census Tract 2409.03,G5020,S,3197800,63459,30.0272748,-95.3003066,4365049.00390625,9143.66011696415,13,23.7917995,30.0,4.9965,63655.0,270.8389893,3813.0600586,63655.0,2.0,2.0,1.0,36.1231003,44.7890015,,,
272,272,48,201,240904,48201240904,2409.04,Census Tract 2409.04,G5020,S,8861408,111387,30.0122897,-95.2792805,12007997.1757813,16738.1348211641,13,23.0657997,32.0,4.3758101,111673.0,133.8040009,3088.6298828,111673.0,1.0,2.0,1.0,37.4487,53.5042992,,,
273,273,48,201,241104,48201241104,2411.04,Census Tract 2411.04,G5020,S,4721163,0,30.0555703,-95.3649226,6323132.4375,12982.2156967599,21,29.8703995,36.0,2.0013399,8342.0,34.8446007,242.0410004,8342.0,1.0,1.0,4.0,27.3572998,40.3101006,,,
274,274,48,201,241001,48201241001,2410.01,Census Tract 2410.01,G5020,S,3505833,74615,30.0351908,-95.3443265,4793471.75,12020.8449493587,14,24.0960999,30.0,3.3638799,7703.0,34.5154991,292.0130005,7703.0,2.0,2.0,16.0,21.2406998,39.3017006,,,
275,275,48,201,350804,48201350804,3508.04,Census Tract 3508.04,G5020,S,10629779,266013,29.5123709,-95.1496765,14437280.0234375,20616.8005462132,0,5.1729999,11.0,2.0647199,95552.0,244.227005,3726.6999512,95552.0,1.0,2.0,4.0,24.4384995,40.7130013,,,
276,276,48,201,554808,48201554808,5548.08,Census Tract 5548.08,G5020,S,2015407,66058,30.0372701,-95.5754111,2786767.5859375,10374.5056581618,42,45.4968987,49.0,1.54168,3629.0,20.6462002,128.4109955,3629.0,1.0,1.0,4.0,29.0042,47.1049004,,,
277,277,48,201,550202,48201550202,5502.02,Census Tract 5502.02,G5020,S,1718687,0,29.9568578,-95.4315035,2297336.24609375,7346.135866867289,22,28.8486004,31.0,1.13415,2801.0,21.5396996,120.8789978,2801.0,1.0,1.0,4.0,24.8206005,41.0307007,,,
278,278,48,201,550201,48201550201,5502.01,Census Tract 5502.01,G5020,S,787306,619,29.9602099,-95.4216347,1053309.640625,4856.58121589915,21,27.7080994,36.0,1.43726,6105.0,76.3613968,504.2550049,6105.0,0.0,0.0,16.0,25.6795998,43.531601,,,
279,279,48,201,551705,48201551705,5517.05,Census Tract 5517.05,G5020,S,2384393,1237,29.9183115,-95.5761904,3186339.33203125,8190.13644322728,30,35.0964012,39.0,1.15728,5509.0,46.1926994,306.4909973,5509.0,1.0,2.0,1.0,25.4612007,39.8865013,,,
280,280,48,201,521702,48201521702,5217.02,Census Tract 5217.02,G5020,S,1407194,469,29.8450801,-95.5069575,1877425.90234375,6549.21100464071,23,25.6944008,33.0,0.846105,4633.0,31.1907997,184.7910004,4633.0,1.0,1.0,1.0,34.4385986,44.3736,,,
281,281,48,201,552304,48201552304,5523.04,Census Tract 5523.04,G5020,S,2464130,8723,29.9619098,-95.5989319,3305777.73828125,8465.03678357623,31,39.1677017,41.0,1.31882,3508.0,24.1063004,138.5859985,3508.0,2.0,2.0,64.0,36.5778008,43.9276009,,,
282,282,48,201,550307,48201550307,5503.07,Census Tract 5503.07,G5020,S,2723299,9506,30.0031352,-95.4498177,3656303.9921875,7731.190792600819,29,33.5340996,36.0,0.849706,8665.0,38.9981003,214.0650024,8665.0,1.0,1.0,1.0,28.1802006,46.6799011,,,
283,283,48,201,550308,48201550308,5503.08,Census Tract 5503.08,G5020,S,1412829,0,29.9894493,-95.428432,1889727.12109375,6422.44605292042,30,32.0182991,36.0,0.586522,2432.0,27.3057003,132.0700073,2432.0,0.0,0.0,4.0,16.5438995,27.0049992,,,
284,284,48,201,252001,48201252001,2520.01,Census Tract 2520.01,G5020,S,7393339,5216,29.9421567,-95.1870929,9886238.1953125,15147.900487711,13,16.7439003,26.0,0.824739,15288.0,54.2975998,428.1669922,15288.0,0.0,0.0,4.0,21.5949001,35.1158981,,,
285,285,48,201,554908,48201554908,5549.08,Census Tract 5549.08,G5020,S,5552671,47499,30.0886061,-95.5465971,7505298.41015625,12726.5389434968,36,44.9197006,49.0,2.0285699,4824.0,30.4123001,171.8190002,4824.0,2.0,2.0,16.0,41.3726006,46.6591988,,,
286,286,48,201,520603,48201520603,5206.03,Census Tract 5206.03,G5020,S,353492,0,29.806804,-95.4870314,471102.3671875,2931.11344996611,21,22.9629002,24.0,0.900799,1391.0,17.6672993,78.4437027,1391.0,0.0,0.0,4.0,20.4367008,35.3344994,,,
287,287,48,201,521201,48201521201,5212.01,Census Tract 5212.01,G5020,S,481055,0,29.8070095,-95.5037111,641108.13671875,3293.69604003853,22,24.0202007,25.0,0.338218,6041.0,90.3011017,457.5580139,6041.0,0.0,0.0,16.0,14.2459002,24.4799004,,,
288,288,48,201,250405,48201250405,2504.05,Census Tract 2504.05,G5020,S,2572110,0,29.9888114,-95.1692973,3440287.62109375,7619.981651130811,15,20.0540009,22.0,0.686735,4530.0,31.0636997,200.6300049,4530.0,0.0,0.0,4.0,26.2157001,44.5354004,,,
289,289,48,201,250303,48201250303,2503.03,Census Tract 2503.03,G5020,S,2086010,6809,29.9433313,-95.2393538,2796570.3828125,7192.95840687831,11,17.4794006,19.0,1.63992,3187.0,19.8052006,123.3519974,3187.0,1.0,2.0,1.0,49.6590996,67.5038986,,,
290,290,48,201,250201,48201250201,2502.01,Census Tract 2502.01,G5020,S,4619977,13380,29.9501906,-95.2569333,6192200.296875,10471.607267484,13,19.3465004,22.0,0.976054,3391.0,28.1807995,151.1940002,3391.0,2.0,2.0,4.0,28.9577999,42.8605003,,,
291,291,48,201,532004,48201532004,5320.04,Census Tract 5320.04,G5020,S,1569963,31001,29.8498715,-95.4657071,2135425.8125,7529.460918938461,13,22.5006008,29.0,1.92141,11980.0,42.0863991,519.8170166,11980.0,2.0,2.0,1.0,32.4059982,43.478199,,,
292,292,48,201,532003,48201532003,5320.03,Census Tract 5320.03,G5020,S,1010818,12188,29.8607474,-95.4707212,1364802.71484375,7354.7772824943295,16,23.3122997,25.0,1.23865,3598.0,35.3711014,199.7980042,3598.0,1.0,1.0,1.0,41.4216003,49.4921989,,,
293,293,48,201,541207,48201541207,5412.07,Census Tract 5412.07,G5020,S,2265754,10603,29.9020348,-95.6764308,3039295.3359375,8233.08910569942,37,41.6334,44.0,0.956258,5503.0,30.5256004,240.701004,5503.0,0.0,0.0,1.0,34.2032013,54.2943993,,,
294,294,48,201,454801,48201454801,4548.01,Census Tract 4548.01,G5020,S,1237839,5076,29.7707516,-95.7433909,1655282.6875,6314.05583152486,30,36.2902985,38.0,1.15794,2669.0,26.1436996,123.362999,2669.0,0.0,0.0,4.0,19.6168995,33.5385017,,,
295,295,48,201,552901,48201552901,5529.01,Census Tract 5529.01,G5020,S,1939693,4908,29.9937663,-95.5061963,2601224.9140625,7238.576891245779,34,36.8212013,39.0,0.675023,2935.0,23.4881001,128.6269989,2935.0,0.0,0.0,1.0,37.7388992,47.3386993,,,
296,296,48,201,240703,48201240703,2407.03,Census Tract 2407.03,G5020,S,2179548,0,30.0007605,-95.4126939,2915909.6015625,9819.46758093575,24,30.9153996,37.0,1.08921,4944.0,43.6189003,304.2680054,4944.0,0.0,0.0,4.0,25.9533005,39.4001007,,,
297,297,48,201,240101,48201240101,2401.01,Census Tract 2401.01,G5020,S,1642726,0,29.9427937,-95.3917008,2195186.60546875,7444.72356457179,18,24.1102009,32.0,1.40669,1959.0,20.6720009,112.1159973,1959.0,2.0,2.0,64.0,38.2078018,51.4359016,,,
298,298,48,201,333906,48201333906,3339.06,Census Tract 3339.06,G5020,S,1981016,0,29.6056656,-95.2580461,2629658.734375,6824.65658928212,9,13.3605003,21.0,1.19987,1903.0,15.5840998,82.7473984,1903.0,1.0,1.0,64.0,40.8983994,58.6181984,,,
299,299,48,201,252303,48201252303,2523.03,Census Tract 2523.03,G5020,S,1214300,0,29.7936799,-95.1468291,1617885.75,5091.0764304073,6,9.8223305,11.0,0.689329,3076.0,34.9654999,191.4219971,3076.0,0.0,0.0,4.0,18.9386005,29.0730991,,,
300,300,48,201,252305,48201252305,2523.05,Census Tract 2523.05,G5020,S,2344244,0,29.8058566,-95.1497428,3124123.98828125,7922.66589270264,4,9.9555597,11.0,0.954962,3036.0,21.7490005,129.8300018,3036.0,1.0,1.0,16.0,25.3670998,36.3372993,,,
301,301,48,201,542004,48201542004,5420.04,Census Tract 5420.04,G5020,S,1375291,0,29.8044932,-95.7125097,1832768.1875,6043.18117058203,30,34.4113998,38.0,1.11756,3464.0,43.3415985,244.470993,3464.0,2.0,2.0,4.0,26.4542007,38.0276985,,,
302,302,48,201,542401,48201542401,5424.01,Census Tract 5424.01,G5020,S,1228002,0,29.7953916,-95.7245276,1636191.71875,5689.63172306764,32,36.9109001,39.0,0.803187,1643.0,25.9934006,121.0970001,1643.0,1.0,1.0,1.0,26.3661995,40.5755997,,,
303,303,48,201,543004,48201543004,5430.04,Census Tract 5430.04,G5020,S,33734165,662177,29.956583,-95.7461191,45976015.52343751,32335.8613532594,40,47.1161003,61.0,2.2846701,20157.0,57.868,454.1879883,20157.0,1.0,2.0,1.0,21.8533001,38.5875015,,,
304,304,48,201,554407,48201554407,5544.07,Census Tract 5544.07,G5020,S,6454298,104468,29.9887021,-95.6857695,8771679.89453125,14244.8681347306,39,45.8717995,53.0,1.07379,4598.0,18.6987,125.1139984,4598.0,1.0,1.0,4.0,33.5469017,51.6529007,,,
305,305,48,201,423303,48201423303,4233.03,Census Tract 4233.03,G5020,S,452932,0,29.6601449,-95.51088,601875.58984375,3939.7811551493696,15,18.8803005,20.0,0.498623,1787.0,27.3449993,146.6329956,1787.0,1.0,1.0,1.0,29.3929005,43.164299,,,
306,306,48,201,422403,48201422403,4224.03,Census Tract 4224.03,G5020,S,903564,0,29.6617735,-95.4967033,1200737.50390625,4492.2340389919,16,18.5121002,20.0,0.536303,1761.0,21.2374992,99.6371002,1761.0,1.0,1.0,4.0,27.0737,37.9276009,,,
307,307,48,201,541901,48201541901,5419.01,Census Tract 5419.01,G5020,S,2529643,3482,29.8067448,-95.6962227,3375954.90234375,7167.7274210304,29,33.5396996,38.0,1.55001,6488.0,37.7447014,212.2440033,6488.0,2.0,2.0,4.0,20.5615005,37.9709015,,,
308,308,48,201,541301,48201541301,5413.01,Census Tract 5413.01,G5020,S,3173166,21064,29.8719383,-95.6528696,4262521.78125,8545.780791824129,30,35.9552002,38.0,1.49067,6724.0,42.5660019,288.1520081,6724.0,1.0,1.0,4.0,22.6709003,36.1551018,,,
309,309,48,201,330802,48201330802,3308.02,Census Tract 3308.02,G5020,S,16511697,448028,29.5951606,-95.3870003,22508305.484375,25421.503491632095,4,16.7254009,27.0,1.53037,4905.0,18.5926991,109.5859985,4905.0,2.0,2.0,4.0,34.6155014,57.0833015,,,
310,310,48,201,421602,48201421602,4216.02,Census Tract 4216.02,G5020,S,845074,0,29.7021226,-95.4804176,1123909.10546875,5317.017599797289,16,17.1555004,19.0,0.695957,3305.0,43.1472015,210.5690002,3305.0,1.0,1.0,1.0,18.4550991,37.1288986,,,
311,311,48,201,413204,48201413204,4132.04,Census Tract 4132.04,G5020,S,221736,12233,29.6991945,-95.4246003,311141.73046875,3539.85083054346,5,12.8209,15.0,2.2841499,8229.0,181.3399963,943.9229736,8229.0,0.0,0.0,4.0,17.1742001,30.8472996,,,
312,312,48,201,541703,48201541703,5417.03,Census Tract 5417.03,G5020,S,10577235,0,29.8023949,-95.6658103,14095114.5664063,16089.8169794069,25,30.2798996,37.0,1.8057899,8901.0,50.0191002,301.3460083,8901.0,1.0,2.0,4.0,26.7402992,44.5061989,,,
313,313,48,201,555703,48201555703,5557.03,Census Tract 5557.03,G5020,S,3845491,9091,30.0004953,-95.7489515,5156866.7265625,9671.41067792817,44,54.3931999,61.0,4.4898701,7241.0,37.3810005,251.9129944,7241.0,0.0,0.0,4.0,24.0863991,41.7443008,,,
314,314,48,201,542901,48201542901,5429.01,Census Tract 5429.01,G5020,S,5657932,0,29.8147304,-95.7618657,7541528.757812499,12350.1100296095,35,41.1413002,43.0,0.733062,4205.0,17.6056995,89.6909027,4205.0,1.0,2.0,1.0,28.9939995,45.2305984,,,
315,315,48,201,330902,48201330902,3309.02,Census Tract 3309.02,G5020,S,5445294,78784,29.605594,-95.404806,7332932.117187501,11773.9791529974,5,17.2213993,33.0,2.0887799,7896.0,34.0197983,225.5050049,7896.0,0.0,0.0,64.0,39.0559006,43.463501,,,
316,316,48,201,542902,48201542902,5429.02,Census Tract 5429.02,G5020,S,48462683,691537,29.8387065,-95.800019,65556698.671875,38001.1084605251,37,46.1058998,56.0,2.7083001,12766.0,45.6697006,313.2380066,12766.0,2.0,2.0,1.0,21.0380001,40.7625008,,,
317,317,48,201,542303,48201542303,5423.03,Census Tract 5423.03,G5020,S,1355958,7051,29.8128248,-95.7272176,1816646.015625,6982.9089682978,31,37.1156998,39.0,1.2693,2450.0,23.9542999,123.1439972,2450.0,1.0,1.0,4.0,17.2026005,33.3282013,,,
318,318,48,201,555404,48201555404,5554.04,Census Tract 5554.04,G5020,S,7264877,101814,30.0821798,-95.6173684,9871221.390625,12672.2197935055,46,53.3457985,59.0,2.6549699,4598.0,25.9853992,144.2960052,4598.0,0.0,0.0,4.0,19.3684006,40.9533997,,,
319,319,48,201,422501,48201422501,4225.01,Census Tract 4225.01,G5020,S,845905,14680,29.6746648,-95.5011866,1143922.70703125,5374.37122015474,11,17.9685993,20.0,1.19972,6156.0,31.3448009,235.3549957,6156.0,0.0,0.0,64.0,38.7445984,38.2006989,,,
320,320,48,201,411901,48201411901,4119.01,Census Tract 4119.01,G5020,S,969064,0,29.7289065,-95.4018496,1289487.11328125,5794.015714849689,7,14.5733995,20.0,1.52932,28831.0,184.4299927,1731.9000244,28831.0,0.0,0.0,64.0,34.5484009,40.5494003,,,
321,321,48,201,541604,48201541604,5416.04,Census Tract 5416.04,G5020,S,7275467,72861,29.835942,-95.6796105,9799418.0078125,14851.6557859504,30,36.1245995,39.0,1.95962,4370.0,25.3474007,155.5429993,4370.0,1.0,1.0,1.0,22.5750008,41.5970001,,,
322,322,48,201,330102,48201330102,3301.02,Census Tract 3301.02,G5020,S,1419737,0,29.6347678,-95.4165137,1885677.03125,5622.404316084169,12,15.3613005,23.0,1.06994,1529.0,18.3997993,90.1715012,1529.0,1.0,1.0,4.0,30.3234997,43.7510986,,,
323,323,48,201,251505,48201251505,2515.05,Census Tract 2515.05,G5020,S,2597403,6404,30.0563112,-95.1716075,3487408.62109375,9209.865133403087,14,20.0589008,23.0,2.17313,2804.0,24.3876991,119.5699997,2804.0,1.0,1.0,4.0,27.7446995,41.976799,,,
324,324,48,201,542001,48201542001,5420.01,Census Tract 5420.01,G5020,S,1514318,1632,29.8209048,-95.7145336,2020814.21875,5867.70972429836,33,38.1539001,41.0,1.04994,6491.0,38.1263008,298.8880005,6491.0,0.0,0.0,4.0,26.2469997,41.9552994,,,
325,325,48,201,542402,48201542402,5424.02,Census Tract 5424.02,G5020,S,4419544,0,29.7927912,-95.7388598,5888313.953125,11882.5167253592,32,38.0870018,45.0,0.934075,4378.0,19.7052994,115.7850037,4378.0,0.0,0.0,1.0,32.8936996,54.4355011,,,
326,326,48,201,330901,48201330901,3309.01,Census Tract 3309.01,G5020,S,4449642,37778,29.617472,-95.3983444,5958582.6953125,10852.1403251279,4,15.1520004,22.0,1.46299,5753.0,31.4876995,232.845993,5753.0,1.0,2.0,64.0,43.5564003,54.3278999,,,
327,327,48,201,541402,48201541402,5414.02,Census Tract 5414.02,G5020,S,997140,0,29.8537562,-95.6574109,1330129.125,5427.387963659729,32,36.2184982,38.0,0.637712,4134.0,45.7741013,288.3410034,4134.0,0.0,0.0,1.0,24.6387997,34.043499,,,
328,328,48,201,540504,48201540504,5405.04,Census Tract 5405.04,G5020,S,1107741,0,29.8464571,-95.6430845,1477449.37109375,6613.64098580186,31,33.966301,36.0,1.18064,1492.0,19.8460007,75.6734009,1492.0,0.0,0.0,1.0,19.5415001,35.3955002,,,
329,329,48,201,421802,48201421802,4218.02,Census Tract 4218.02,G5020,S,861216,0,29.685661,-95.4808616,1145002.1640625,4814.40546200863,16,16.8925991,18.0,0.380288,2337.0,20.6415997,98.0342026,2337.0,1.0,1.0,4.0,30.5655994,46.0486984,,,
330,330,48,201,410705,48201410705,4107.05,Census Tract 4107.05,G5020,S,478927,0,29.7366033,-95.3940763,637384.84375,3446.47163275446,14,15.1447001,16.0,0.38193,10883.0,266.6960144,1029.3000488,10883.0,0.0,0.0,4.0,14.4048004,29.7220993,,,
331,331,48,201,542104,48201542104,5421.04,Census Tract 5421.04,G5020,S,2163278,0,29.837111,-95.7106044,2884744.09375,7069.48622147873,35,39.3646011,41.0,0.730167,7335.0,35.4659996,267.6359863,7335.0,0.0,0.0,64.0,33.6058006,43.8555984,,,
332,332,48,201,542203,48201542203,5422.03,Census Tract 5422.03,G5020,S,8006884,123377,29.8583283,-95.7371666,10847197.3164063,16435.7635318128,25,42.2429008,46.0,1.77081,20319.0,50.5896988,411.6380005,20319.0,1.0,2.0,1.0,33.4514999,49.5368996,,,
333,333,48,201,541302,48201541302,5413.02,Census Tract 5413.02,G5020,S,2133821,1127,29.8730288,-95.6763863,2848951.375,6950.46209164279,31,37.5922012,40.0,1.10042,6127.0,37.1226997,207.2369995,6127.0,0.0,0.0,64.0,30.5387001,37.6189995,,,
334,334,48,201,423304,48201423304,4233.04,Census Tract 4233.04,G5020,S,1592448,0,29.6607543,-95.5203499,2116151.6015625,6147.21071697992,17,19.5627003,21.0,0.576128,2162.0,28.5487003,132.9779968,2162.0,1.0,1.0,1.0,29.3048992,41.0917015,,,
335,335,48,201,331603,48201331603,3316.03,Census Tract 3316.03,G5020,S,2163723,0,29.6267678,-95.3499492,2873383.2890625,8551.8990245707,9,13.6969004,17.0,1.35818,7951.0,39.0647011,225.8439941,7951.0,1.0,1.0,64.0,38.7164993,43.1944008,,,
336,336,48,201,454504,48201454504,4545.04,Census Tract 4545.04,G5020,S,7185955,25842,29.7582959,-95.693914,9602778.9140625,17604.5864680377,25,28.7849007,34.0,2.06387,14143.0,37.5280991,282.269989,14143.0,1.0,1.0,1.0,20.3638992,43.7652016,,,
337,337,48,201,542103,48201542103,5421.03,Census Tract 5421.03,G5020,S,3755057,7515,29.8572378,-95.6965551,5019327.10546875,9914.8756074177,32,38.7341995,42.0,1.18747,5973.0,33.2601013,215.8040009,5973.0,1.0,1.0,4.0,20.8873005,32.1533012,,,
338,338,48,201,451604,48201451604,4516.04,Census Tract 4516.04,G5020,S,2004645,35135,29.7681348,-95.632999,2716283.46484375,7956.651596347501,18,25.4943008,32.0,1.7037899,7827.0,34.0914001,220.0429993,7827.0,1.0,1.0,64.0,43.6417007,48.7825012,,,
339,339,48,201,550901,48201550901,5509.01,Census Tract 5509.01,G5020,S,1661315,704,29.9512831,-95.4937683,2221459.04296875,9731.08304602386,28,32.7757988,34.0,0.890173,5222.0,19.2558002,144.1970062,5222.0,1.0,1.0,4.0,24.7749996,39.1486015,,,
