OID_,FID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Are,Shape__Len,DEM_min,DEM_mean,DEM_max,DEM_std,FloAc_rang,FloAc_mean,FloAc_std,FlowAc_max,Haz_major,Haz_max,FloDir_maj,FloDir_mea,FloDir_std,2010_POP,2015_POP,2021_POP
1,1,48,201,421700,48201421700,4217.0,Census Tract 4217,G5020,S,1882480,8711,29.6869475,-95.4877251,2514418.72265625,7403.52136771709,9,17.4129009,19.0,0.963373,2800.0,28.8467999,159.0630035,2800.0,1.0,1.0,4.0,20.8899002,34.4556999,4817.0,1813.0,2787.0
2,2,48,201,233105,48201233105,2331.05,Census Tract 2331.05,G5020,S,1637257,2549,29.7830028,-95.1613706,2184288.26171875,7967.01561436677,0,7.9582,11.0,1.43312,2207.0,28.6895008,146.2890015,2207.0,1.0,1.0,64.0,35.8022995,48.1321983,,,
3,3,48,201,341800,48201341800,3418.0,Census Tract 3418,G5020,S,4385025,158731,29.6339494,-95.0245468,6034544.34375,13359.624488964,0,2.8949201,10.0,1.0391999,19854.0,89.5159988,961.3660278,19854.0,1.0,1.0,1.0,27.4193993,43.1992989,1903.0,2590.0,2931.0
4,4,48,201,252201,48201252201,2522.01,Census Tract 2522.01,G5020,S,2675778,0,29.8265714,-95.1639591,3567414.1953125,9910.5721350308,5,10.2792997,17.0,1.28987,10694.0,27.4613991,158.4120026,10694.0,1.0,2.0,1.0,27.5711002,48.7748985,,,
5,5,48,201,451700,48201451700,4517.0,Census Tract 4517,G5020,S,1747419,9610,29.7324585,-95.633194,2338157.54296875,7303.744852047809,21,24.7987995,27.0,0.789451,2057.0,19.5382996,94.5761032,2057.0,1.0,1.0,1.0,25.8085003,45.3148003,2672.0,5509.0,3284.0
6,6,48,201,451800,48201451800,4518.0,Census Tract 4518,G5020,S,4735936,52173,29.7188585,-95.6342779,6370239.2109375,10383.9227653659,16,23.9421005,32.0,1.86456,3898.0,32.5159988,193.9790039,3898.0,1.0,1.0,4.0,30.5464993,43.4227982,5387.0,3982.0,3131.0
7,7,48,201,421900,48201421900,4219.0,Census Tract 4219,G5020,S,1662248,17649,29.6713977,-95.4847512,2232834.94921875,6611.12993604051,10,16.9305992,19.0,0.813865,6013.0,40.4561005,297.8320007,6013.0,1.0,1.0,64.0,41.3014984,40.662899,2549.0,2677.0,2949.0
8,8,48,201,422100,48201422100,4221.0,Census Tract 4221,G5020,S,2399121,0,29.6482654,-95.4870792,3187335.1484375,8453.185162122489,14,18.2787991,25.0,0.883793,3357.0,27.3045998,112.5810013,3357.0,0.0,0.0,64.0,34.6402016,36.0256004,5655.0,2334.0,3944.0
9,9,48,201,422200,48201422200,4222.0,Census Tract 4222,G5020,S,1774485,290,29.6401541,-95.5018992,2357415.2421875,6236.99674228399,13,19.5114002,27.0,0.72629,4016.0,24.8969002,142.4329987,4016.0,1.0,1.0,64.0,36.1823006,37.7547989,5730.0,4965.0,2494.0
10,10,48,201,342100,48201342100,3421.0,Census Tract 3421,G5020,S,4622441,10184,29.655812,-95.1424321,6155694.0,10530.7785510894,4,8.2320995,16.0,1.2848901,2843.0,18.7653008,111.4079971,2843.0,1.0,1.0,4.0,39.0405006,61.1189003,4180.0,2534.0,5409.0
11,11,48,201,342200,48201342200,3422.0,Census Tract 3422,G5020,S,2876910,2145,29.6735514,-95.1465361,3826719.9804687505,8390.42633224894,7,9.6061201,16.0,1.06795,3130.0,23.8483009,122.1100006,3130.0,1.0,1.0,4.0,21.2068005,38.0783005,4567.0,3687.0,3959.0
12,12,48,201,342300,48201342300,3423.0,Census Tract 3423,G5020,S,2797659,0,29.673705,-95.131227,3718673.0664062495,8371.6398132024,8,9.7761297,11.0,0.639345,2357.0,19.1679993,81.8047028,2357.0,0.0,0.0,1.0,27.7261009,38.3927994,6345.0,2302.0,2675.0
13,13,48,201,342400,48201342400,3424.0,Census Tract 3424,G5020,S,3319522,88087,29.6958294,-95.1477075,4531297.65234375,11118.8739024629,2,9.4482002,22.0,1.61055,4178.0,20.5699005,117.0920029,4178.0,0.0,0.0,64.0,36.7126007,49.7310982,3524.0,6042.0,3684.0
14,14,48,201,342500,48201342500,3425.0,Census Tract 3425,G5020,S,6436831,57514,29.697306,-95.1317655,8636243.83203125,12815.8603723611,5,9.0239697,17.0,0.864363,2535.0,19.2618999,100.0130005,2535.0,1.0,1.0,16.0,32.6278,44.4662018,6055.0,6949.0,3977.0
15,15,48,201,342700,48201342700,3427.0,Census Tract 3427,G5020,S,3491982,5066,29.6960655,-95.1188728,4650272.984375,10559.4028601611,2,8.3195496,10.0,0.88564,2473.0,23.3477993,112.5189972,2473.0,1.0,1.0,1.0,29.3589993,38.888401,4877.0,3152.0,4938.0
16,16,48,201,422800,48201422800,4228.0,Census Tract 4228,G5020,S,2300670,0,29.6900285,-95.517789,3059049.765625,7344.778219433639,16,19.4832001,27.0,0.856871,2145.0,14.3486004,62.6544991,2145.0,1.0,1.0,1.0,28.3122005,44.8264008,4339.0,6061.0,3552.0
17,17,48,201,422900,48201422900,4229.0,Census Tract 4229,G5020,S,1615442,15401,29.6820045,-95.5298306,2168100.57421875,6991.35020367114,12,19.4153004,27.0,1.30799,3105.0,33.4421005,185.4929962,3105.0,1.0,1.0,4.0,22.2380009,35.296299,4557.0,1595.0,1459.0
18,18,48,201,423100,48201423100,4231.0,Census Tract 4231,G5020,S,1635456,21679,29.6647245,-95.5494555,2202489.45703125,8425.45650615109,12,20.7180996,29.0,1.4272,2601.0,23.0056,117.6080017,2601.0,1.0,1.0,4.0,21.2488995,38.2223015,2958.0,2626.0,1717.0
19,19,48,201,343000,48201343000,3430.0,Census Tract 3430,G5020,S,5864027,7713,29.65813,-95.107354,7802279.04296875,12847.7508249704,2,7.4925799,10.0,1.07572,7112.0,26.8894997,178.6100006,7112.0,1.0,1.0,16.0,24.4598999,37.7905998,6857.0,3947.0,1104.0
20,20,48,201,343200,48201343200,3432.0,Census Tract 3432,G5020,S,4682553,0,29.6581158,-95.0553648,6222172.84375,10765.0084781119,3,5.8663802,12.0,0.658389,5086.0,26.7292004,140.5370026,5086.0,1.0,1.0,1.0,25.4874001,39.2663002,4749.0,5175.0,6983.0
21,21,48,201,423600,48201423600,4236.0,Census Tract 4236,G5020,S,3327042,887,29.6337489,-95.520956,4420294.44921875,9694.250358387428,14,19.7000008,27.0,0.86844,4829.0,35.035099,208.2429962,4829.0,1.0,1.0,64.0,32.6119003,39.1869011,6964.0,3126.0,3690.0
22,22,48,201,412300,48201412300,4123.0,Census Tract 4123,G5020,S,2381021,0,29.7157544,-95.4241774,3167489.59765625,7505.56275790693,14,15.1065998,16.0,0.544399,5913.0,46.4150009,290.4849854,5913.0,1.0,1.0,4.0,19.2150993,29.1172009,6704.0,5146.0,3633.0
23,23,48,201,412400,48201412400,4124.0,Census Tract 4124,G5020,S,1689526,0,29.7161946,-95.4352661,2247609.265625,9327.04127333507,12,15.4117002,17.0,0.577339,9354.0,55.0195999,391.3599854,9354.0,1.0,1.0,1.0,16.6527996,30.3448009,4196.0,4484.0,5429.0
24,24,48,201,332600,48201332600,3326.0,Census Tract 3326,G5020,S,3275969,2883,29.6749892,-95.3068102,4358381.67578125,9328.65464242914,0,10.7821999,14.0,0.80319,21307.0,34.7723999,423.2489929,21307.0,1.0,2.0,4.0,22.6984005,37.7512016,6158.0,5389.0,2610.0
25,25,48,201,412700,48201412700,4127.0,Census Tract 4127,G5020,S,2057498,0,29.7135,-95.453667,2736989.55078125,7048.22096105604,15,16.1868,24.0,0.752678,3731.0,22.4442005,101.8119965,3731.0,1.0,1.0,1.0,20.2294006,32.8198013,3331.0,3274.0,2537.0
26,26,48,201,412800,48201412800,4128.0,Census Tract 4128,G5020,S,2037157,1562,29.6981361,-95.4532887,2711174.15234375,6859.53082648096,10,15.6767998,24.0,0.711102,6569.0,31.0049,205.5590057,6569.0,0.0,0.0,4.0,21.6949005,37.0778999,4857.0,8810.0,8092.0
27,27,48,201,413100,48201413100,4131.0,Census Tract 4131,G5020,S,1427791,20029,29.6983955,-95.4327891,1925400.609375,7018.666752375089,6,14.2034998,16.0,1.3515199,10020.0,65.0531998,506.7380066,10020.0,0.0,0.0,4.0,22.7770004,34.8636017,3047.0,6339.0,5089.0
28,28,48,201,430200,48201430200,4302.0,Census Tract 4302,G5020,S,707341,0,29.7759823,-95.4847472,942101.5664062499,5873.53624302178,5,16.3192997,21.0,3.6217899,2889.0,30.8778992,169.2140045,2889.0,0.0,0.0,1.0,33.4439011,46.1763992,1372.0,1619.0,2073.0
29,29,48,201,430300,48201430300,4303.0,Census Tract 4303,G5020,S,5060861,1233,29.7726912,-95.4980795,6741564.296875,13852.0937672934,5,18.9906006,23.0,2.7891901,4882.0,23.5998001,130.3159943,4882.0,2.0,2.0,4.0,25.0144997,38.0289001,4326.0,15344.0,5189.0
30,30,48,201,430400,48201430400,4304.0,Census Tract 4304,G5020,S,5517612,9265,29.7565146,-95.5154397,7358677.359375,14491.0158497605,7,19.9592991,24.0,2.5982699,13779.0,53.9760017,489.8439941,13779.0,1.0,2.0,1.0,23.0042992,38.8303986,3116.0,3951.0,2340.0
31,31,48,201,430500,48201430500,4305.0,Census Tract 4305,G5020,S,2487842,0,29.7798455,-95.5191678,3313785.34765625,10368.951568861,15,22.5962009,30.0,1.27722,2849.0,30.4976006,144.9589996,2849.0,0.0,0.0,1.0,27.9505997,40.8644981,2526.0,5825.0,2414.0
32,32,48,201,420200,48201420200,4202.0,Census Tract 4202,G5020,S,1653163,1365,29.6674366,-95.4440195,2198958.8515625,7696.768004138031,15,17.1567993,26.0,1.0189,1314.0,18.3099003,67.9672012,1314.0,1.0,1.0,64.0,38.0158997,41.5955009,2586.0,2821.0,2229.0
33,33,48,201,430600,48201430600,4306.0,Census Tract 4306,G5020,S,3738686,0,29.7647541,-95.5317578,4978422.28125,12620.4124551632,19,23.1847,25.0,0.842465,5819.0,35.4672012,225.8609924,5819.0,0.0,0.0,4.0,19.7348003,33.6621017,3624.0,11144.0,3039.0
34,34,48,201,430700,48201430700,4307.0,Census Tract 4307,G5020,S,1877170,0,29.7770812,-95.5388154,2500236.3515625,8529.05983098831,22,24.3855,33.0,1.06199,3561.0,23.2987995,120.7340012,3561.0,0.0,0.0,16.0,24.1471996,36.9303017,3242.0,3926.0,2289.0
35,35,48,201,430800,48201430800,4308.0,Census Tract 4308,G5020,S,3381678,0,29.77607,-95.5529434,4504044.97265625,8880.799493492212,15,23.5184002,32.0,1.48429,3643.0,26.5671997,143.9620056,3643.0,0.0,0.0,16.0,19.9368992,30.2252007,4044.0,10609.0,3248.0
36,36,48,201,430900,48201430900,4309.0,Census Tract 4309,G5020,S,2819452,27490,29.7578719,-95.5432087,3790502.2578125,14685.8280977813,11,20.6074009,25.0,2.4435699,6783.0,36.4090004,305.9849854,6783.0,1.0,1.0,4.0,20.1280994,35.7927017,5507.0,7555.0,2780.0
37,37,48,201,332700,48201332700,3327.0,Census Tract 3327,G5020,S,2496711,0,29.6850652,-95.3137973,3319392.0390625,9202.10887052601,10,11.1142998,20.0,0.639624,9863.0,41.7499008,454.730011,9863.0,0.0,0.0,64.0,40.6633987,43.7356987,3061.0,2222.0,4318.0
38,38,48,201,332800,48201332800,3328.0,Census Tract 3328,G5020,S,1950835,8702,29.689777,-95.3077088,2605538.421875,7297.28838202723,8,10.6872997,17.0,0.837747,3592.0,29.4136009,206.8630066,3592.0,0.0,0.0,64.0,33.4334984,44.8446007,5186.0,8661.0,6186.0
39,39,48,201,333000,48201333000,3330.0,Census Tract 3330,G5020,S,1493849,33535,29.6815377,-95.2852604,2030526.46484375,7278.40288093855,0,8.8903599,13.0,2.49435,36192.0,289.9179993,2798.9099121,36192.0,1.0,2.0,4.0,16.1518993,31.7688999,3905.0,4082.0,3609.0
40,40,48,201,341002,48201341002,3410.02,Census Tract 3410.02,G5020,S,1785065,0,29.5503433,-95.1445136,2366988.44140625,7002.805636634,2,9.3334904,16.0,0.79322,6077.0,32.5309982,200.7910004,6077.0,0.0,0.0,1.0,29.3458004,46.3353996,,,
41,41,48,201,310101,48201310101,3101.01,Census Tract 3101.01,G5020,S,2195579,20698,29.7525284,-95.3436349,2950442.8046875,10491.1554728933,0,12.6694002,16.0,1.72776,26727.0,72.8703003,1114.9200439,26727.0,0.0,0.0,64.0,34.5710983,40.3326988,,,
42,42,48,201,510301,48201510301,5103.01,Census Tract 5103.01,G5020,S,1435445,30134,29.7824771,-95.377939,1952246.26953125,7745.32743708436,0,11.3648996,17.0,3.9158399,6292.0,36.5461006,265.0559998,6292.0,2.0,2.0,4.0,23.8656006,38.1329994,,,
43,43,48,201,311001,48201311001,3110.01,Census Tract 3110.01,G5020,S,830347,25333,29.7457725,-95.3037286,1138993.79296875,6208.2636424078,0,9.8371897,12.0,2.22486,67003.0,227.4109955,3523.5200195,67003.0,0.0,0.0,1.0,34.0854988,41.0303001,,,
44,44,48,201,233502,48201233502,2335.02,Census Tract 2335.02,G5020,S,1380711,0,29.7625516,-95.2458797,1838475.46484375,7528.588383001191,4,8.9656897,13.0,1.11378,4403.0,33.3345985,181.2380066,4403.0,0.0,0.0,4.0,17.6548996,31.9169998,,,
45,45,48,201,211302,48201211302,2113.02,Census Tract 2113.02,G5020,S,1584213,0,29.7781578,-95.3230968,2110087.609375,8250.42675126083,7,13.4224997,19.0,0.864751,5654.0,34.0695992,235.8849945,5654.0,0.0,0.0,4.0,24.9806995,51.200901,,,
46,46,48,201,454902,48201454902,4549.02,Census Tract 4549.02,G5020,S,3566238,0,29.7493175,-95.7410644,4747346.55859375,9172.78067913712,27,32.4887009,35.0,1.39666,11412.0,67.0425034,474.3970032,11412.0,0.0,0.0,1.0,24.8661995,39.5999985,,,
47,47,48,201,100001,48201100001,1000.01,Census Tract 1000.01,G5020,S,2550360,28976,29.7547559,-95.3621919,3433972.3828125,10426.5313589004,0,13.2561998,21.0,2.01366,12280.0,60.3268013,555.5739746,12280.0,0.0,0.0,16.0,28.6797009,38.8865013,,,
48,48,48,201,340702,48201340702,3407.02,Census Tract 3407.02,G5020,S,1293822,0,29.569193,-95.1406139,1716226.375,5254.31910849475,4,8.1652803,11.0,0.72856,4017.0,28.6704006,168.4199982,4017.0,0.0,0.0,1.0,35.7691994,44.9632988,,,
49,49,48,201,433004,48201433004,4330.04,Census Tract 4330.04,G5020,S,506114,0,29.7168441,-95.5431959,673302.82421875,3531.1622827733895,19,21.9785004,23.0,0.550079,1354.0,21.2553997,115.9960022,1354.0,0.0,0.0,4.0,18.9486008,32.3748016,,,
50,50,48,201,340501,48201340501,3405.01,Census Tract 3405.01,G5020,S,2038296,16341,29.5691771,-95.1206675,2725447.73828125,7059.31723252457,2,6.75664,9.0,0.869071,3193.0,24.5100002,138.9629974,3193.0,0.0,0.0,1.0,25.4650002,40.3330994,,,
51,51,48,201,341303,48201341303,3413.03,Census Tract 3413.03,G5020,S,1171091,0,29.5651387,-95.1087269,1553311.6328125,5187.13263166331,2,5.7492599,7.0,0.488446,4362.0,17.0683994,130.4060059,4362.0,1.0,1.0,1.0,25.7045002,40.4062996,,,
52,52,48,201,252306,48201252306,2523.06,Census Tract 2523.06,G5020,S,5339106,1815,29.7998786,-95.1334087,7117425.40234375,11095.8438014849,6,10.2205,12.0,0.760593,8712.0,27.0093002,135.4669952,8712.0,0.0,0.0,1.0,18.8069,36.1533012,,,
53,53,48,201,532301,48201532301,5323.01,Census Tract 5323.01,G5020,S,2343652,1484,29.8587372,-95.5129694,3128621.12890625,7492.815041483261,21,26.7033005,34.0,1.0388401,10079.0,31.8831005,278.2269897,10079.0,1.0,1.0,4.0,27.9127007,40.6767998,,,
54,54,48,201,432005,48201432005,4320.05,Census Tract 4320.05,G5020,S,355438,0,29.7347017,-95.4926459,473019.65625,2774.49386683597,16,19.3883991,20.0,0.515432,1916.0,20.3285007,99.6957016,1916.0,0.0,0.0,16.0,21.7082996,27.6292,,,
55,55,48,201,554701,48201554701,5547.01,Census Tract 5547.01,G5020,S,1493877,0,30.0029583,-95.5883784,1998669.84375,6596.90542323547,40,42.1472015,50.0,1.32689,1308.0,18.0440006,75.7499008,1308.0,0.0,0.0,4.0,22.8638992,41.7386017,,,
56,56,48,201,554202,48201554202,5542.02,Census Tract 5542.02,G5020,S,4165810,126325,30.0061995,-95.5751032,5742585.32421875,16392.2162273749,28,40.1819,48.0,2.7583301,4477.0,27.0911999,166.0039978,4477.0,2.0,2.0,4.0,31.2187996,51.6076012,,,
57,57,48,201,554201,48201554201,5542.01,Census Tract 5542.01,G5020,S,2842330,6523,30.0021659,-95.5646443,3811376.4609375,9345.177637779821,28,39.1495018,43.0,2.84641,4115.0,32.4347,202.3359985,4115.0,2.0,2.0,4.0,19.1060009,34.1897011,,,
58,58,48,201,453401,48201453401,4534.01,Census Tract 4534.01,G5020,S,963415,0,29.6544782,-95.5763225,1280095.0859375,4824.57459102131,19,24.1186008,30.0,0.84074,2905.0,33.3219986,170.3009949,2905.0,0.0,0.0,64.0,47.0973015,45.3902016,2478.0,4907.0,3288.0
59,59,48,201,534201,48201534201,5342.01,Census Tract 5342.01,G5020,S,3323464,593,29.9127214,-95.5480759,4439259.53515625,9897.61448567696,29,34.0377007,42.0,1.23729,2410.0,21.0625,112.7480011,2410.0,1.0,1.0,16.0,29.0746002,44.2935982,2229.0,3099.0,3039.0
60,60,48,201,551703,48201551703,5517.03,Census Tract 5517.03,G5020,S,3091374,21738,29.9152568,-95.5627546,4157855.984375,9469.94964134947,30,35.1120987,43.0,1.04535,5053.0,24.7140007,145.0059967,5053.0,0.0,0.0,16.0,25.4894009,36.5522003,7702.0,5889.0,2075.0
61,61,48,201,540901,48201540901,5409.01,Census Tract 5409.01,G5020,S,1573664,32871,29.8894857,-95.6244446,2144554.39453125,6976.19114147376,29,36.8168983,39.0,1.07342,2695.0,21.9965992,116.3700027,2695.0,1.0,1.0,4.0,23.4615993,42.5475006,2801.0,2371.0,6581.0
62,62,48,201,233001,48201233001,2330.01,Census Tract 2330.01,G5020,S,952904,0,29.7971528,-95.1825606,1269695.8671875,5466.4220549797,7,9.3162804,12.0,0.548828,3422.0,28.2157001,140.4029999,3422.0,0.0,0.0,1.0,23.3705997,38.3296013,3074.0,5569.0,5448.0
63,63,48,201,233002,48201233002,2330.02,Census Tract 2330.02,G5020,S,1726150,0,29.8017233,-95.1701831,2300217.16015625,6209.60668202522,5,9.7497196,17.0,0.728399,8307.0,45.914299,351.5239868,8307.0,0.0,0.0,16.0,21.4265003,30.9377995,3925.0,3552.0,3235.0
64,64,48,201,323801,48201323801,3238.01,Census Tract 3238.01,G5020,S,1335629,0,29.6743814,-95.1891936,1775351.03515625,6261.58392426563,9,10.1000004,11.0,0.466035,3001.0,27.0988007,111.7819977,3001.0,0.0,0.0,16.0,29.9321003,31.9967003,3978.0,5612.0,4728.0
65,65,48,201,323802,48201323802,3238.02,Census Tract 3238.02,G5020,S,2412273,0,29.673244,-95.1791015,3206378.96875,7394.44355410979,6,10.5148001,12.0,0.582604,6173.0,49.3101006,366.7189941,6173.0,0.0,0.0,64.0,35.4662018,40.8689995,4999.0,8429.0,4634.0
66,66,48,201,240802,48201240802,2408.02,Census Tract 2408.02,G5020,S,13185463,153955,30.0219364,-95.3668122,17854896.5507813,23587.150882275695,14,25.4554996,39.0,3.11708,8817.0,45.3731003,312.8909912,8817.0,1.0,2.0,64.0,40.0821991,44.0679016,3304.0,8489.0,5020.0
67,67,48,201,421403,48201421403,4214.03,Census Tract 4214.03,G5020,S,654077,0,29.7091209,-95.4888961,870008.7226562499,3732.46227654566,17,18.3736,19.0,0.49138,1238.0,21.9164009,77.8293991,1238.0,0.0,0.0,1.0,23.4195004,41.0317993,5209.0,4648.0,1444.0
68,68,48,201,421402,48201421402,4214.02,Census Tract 4214.02,G5020,S,161245,0,29.7145907,-95.4868557,214503.0078125,1854.40541954788,18,18.4510002,19.0,0.497595,196.0,8.0309,16.2677994,196.0,0.0,0.0,1.0,23.8645992,47.2322006,3934.0,3886.0,5673.0
69,69,48,201,423201,48201423201,4232.01,Census Tract 4232.01,G5020,S,1938483,16763,29.6609302,-95.5426618,2598278.87890625,7205.76884622395,15,21.5219994,27.0,1.65654,2609.0,20.3498993,103.8270035,2609.0,1.0,1.0,1.0,30.7852001,37.9810982,2934.0,2618.0,2052.0
70,70,48,201,534203,48201534203,5342.03,Census Tract 5342.03,G5020,S,4223609,20326,29.8730007,-95.5368807,5663290.86328125,11075.7345219661,22,28.6655998,39.0,1.44381,3906.0,20.0130005,122.4020004,3906.0,1.0,2.0,64.0,34.6329002,48.584301,1484.0,9040.0,2125.0
71,71,48,201,534002,48201534002,5340.02,Census Tract 5340.02,G5020,S,3242144,5588,29.9082772,-95.5007247,4337535.5234375,9569.590695198722,29,31.7530003,34.0,0.64075,9404.0,37.0966988,291.3609924,9404.0,0.0,0.0,4.0,23.9577999,37.8670006,5831.0,4346.0,1973.0
72,72,48,201,534003,48201534003,5340.03,Census Tract 5340.03,G5020,S,1325010,0,29.930164,-95.5124368,1770167.25390625,6270.8358382249,30,33.5407982,40.0,1.14495,2026.0,23.7922001,114.9769974,2026.0,0.0,0.0,4.0,25.7315006,41.457901,2396.0,5327.0,2579.0
73,73,48,201,451401,48201451401,4514.01,Census Tract 4514.01,G5020,S,1084835,0,29.7503672,-95.6123667,1444151.1796875,4904.68332989342,24,25.0911007,27.0,0.725567,2285.0,38.3340988,178.7039948,2285.0,0.0,0.0,1.0,29.7838993,40.1419983,2762.0,5392.0,3434.0
74,74,48,201,212500,48201212500,2125.0,Census Tract 2125,G5020,S,10778567,619939,29.7520836,-95.2767055,15175059.078125,26871.9865272662,0,9.7127304,19.0,3.10254,145830.0,242.1589966,4558.9199219,145830.0,2.0,2.0,1.0,28.3330994,48.2770996,4121.0,8213.0,2412.0
75,75,48,201,530300,48201530300,5303.0,Census Tract 5303,G5020,S,1836307,0,29.8175261,-95.3887898,2447773.98046875,7702.477052118131,9,17.7663994,25.0,1.06696,5061.0,44.7205009,251.8999939,5061.0,1.0,2.0,64.0,32.9342003,42.0219994,2528.0,5761.0,6419.0
76,76,48,201,455000,48201455000,4550.0,Census Tract 4550,G5020,S,1304223,5738,29.7533336,-95.7603032,1743979.27734375,6253.11473107931,33,36.0722008,39.0,1.17743,6429.0,36.1272011,250.8220062,6429.0,0.0,0.0,4.0,23.1124992,38.2313995,2726.0,2930.0,1564.0
77,77,48,201,530400,48201530400,5304.0,Census Tract 5304,G5020,S,1591351,0,29.8261231,-95.3879776,2121604.03515625,7388.620148177709,10,17.8341007,23.0,1.21587,4779.0,37.9791985,257.8850098,4779.0,1.0,2.0,4.0,25.2201996,39.7439995,2478.0,6028.0,2215.0
78,78,48,201,455200,48201455200,4552.0,Census Tract 4552,G5020,S,2996255,0,29.7799704,-95.7650418,3991005.6601562495,8881.03535102344,38,39.3862991,45.0,0.95856,4515.0,35.649601,202.701004,4515.0,0.0,0.0,4.0,19.6788006,38.2761993,3959.0,7633.0,3906.0
79,79,48,201,455300,48201455300,4553.0,Census Tract 4553,G5020,S,5310680,44829,29.7751464,-95.790629,7133082.7265625,12053.1424745672,35,40.3280983,46.0,1.19761,4095.0,19.6380997,110.3980026,4095.0,0.0,0.0,4.0,26.1830997,47.9005013,2025.0,3868.0,5233.0
80,80,48,201,530800,48201530800,5308.0,Census Tract 5308,G5020,S,4600027,0,29.8534493,-95.4202266,6136143.82421875,10508.0097553865,22,24.3054008,26.0,0.72616,9022.0,37.3767014,225.5319977,9022.0,2.0,2.0,1.0,18.9032993,36.3119011,3585.0,3866.0,3394.0
81,81,48,201,531500,48201531500,5315.0,Census Tract 5315,G5020,S,1907728,0,29.8369083,-95.476414,2543951.9765625,7838.04938461884,21,23.5536995,30.0,0.958158,1854.0,20.5443001,95.5207977,1854.0,0.0,0.0,4.0,21.4169998,36.5783997,2970.0,10268.0,3022.0
82,82,48,201,531600,48201531600,5316.0,Census Tract 5316,G5020,S,2355339,21684,29.838057,-95.4534791,3169817.93359375,7673.22571737933,12,21.9713001,25.0,2.01332,7752.0,38.0335007,256.8429871,7752.0,2.0,2.0,4.0,26.1173,38.9835014,2974.0,3080.0,3653.0
83,83,48,201,531700,48201531700,5317.0,Census Tract 5317,G5020,S,1862676,0,29.8357787,-95.435762,2483815.19921875,6472.24607475683,22,24.0081997,26.0,0.381698,2011.0,15.6012001,65.3814011,2011.0,1.0,1.0,4.0,26.3325996,34.1581001,2923.0,4209.0,4987.0
84,84,48,201,531800,48201531800,5318.0,Census Tract 5318,G5020,S,3256801,0,29.8534594,-95.4363437,4344374.12109375,9102.30777053846,22,25.2292004,28.0,0.59982,7568.0,34.5293999,172.7920074,7568.0,0.0,0.0,4.0,19.0886993,33.2733994,2260.0,2037.0,2909.0
85,85,48,201,531900,48201531900,5319.0,Census Tract 5319,G5020,S,4333916,23590,29.8529494,-95.4499189,5812602.546875,10587.0891799475,14,23.9078007,27.0,1.92685,10810.0,42.4849014,319.7479858,10810.0,2.0,2.0,16.0,19.4503994,26.4848003,4640.0,7190.0,3882.0
86,86,48,201,510100,48201510100,5101.0,Census Tract 5101,G5020,S,1446882,5862,29.7693835,-95.3710269,1934671.51171875,6073.64191459666,0,13.0502996,17.0,2.1112599,2738.0,26.3945007,117.223999,2738.0,1.0,1.0,1.0,30.9622993,43.5932999,1524.0,9990.0,3496.0
87,87,48,201,510400,48201510400,5104.0,Census Tract 5104,G5020,S,1478593,7485,29.784318,-95.3924239,1979600.9296875,5745.81244055049,2,15.8620996,18.0,2.05916,3409.0,27.7803993,137.3070068,3409.0,0.0,0.0,4.0,16.8908005,35.3881989,4322.0,8163.0,2803.0
88,88,48,201,510500,48201510500,5105.0,Census Tract 5105,G5020,S,1744141,16034,29.7842247,-95.4037969,2344725.765625,6185.31748161557,3,16.0177002,21.0,2.6278701,2448.0,26.2182999,128.5189972,2448.0,2.0,2.0,4.0,17.3892002,30.0156002,2683.0,4942.0,1717.0
89,89,48,201,532600,48201532600,5326.0,Census Tract 5326,G5020,S,2675692,2087,29.8916191,-95.4892092,3574707.01171875,8055.90278303595,23,27.7287998,31.0,1.36936,3441.0,32.2770996,163.223999,3441.0,0.0,0.0,4.0,20.5011005,36.1621017,5554.0,6104.0,1953.0
90,90,48,201,530900,48201530900,5309.0,Census Tract 5309,G5020,S,2001026,0,29.8359653,-95.4201472,2668316.34375,6764.32986715246,22,23.6431999,25.0,0.515363,2594.0,18.4234009,97.2748032,2594.0,0.0,0.0,1.0,28.7098007,43.4044991,4548.0,6935.0,5181.0
91,91,48,201,531100,48201531100,5311.0,Census Tract 5311,G5020,S,1651094,302,29.8245117,-95.4376743,2201610.3359375,6338.53611766021,19,22.5109997,24.0,0.809652,2730.0,36.844101,186.4450073,2730.0,0.0,0.0,4.0,13.6931,21.2352009,3035.0,2610.0,2332.0
92,92,48,201,531300,48201531300,5313.0,Census Tract 5313,G5020,S,1540730,6628,29.8231943,-95.463003,2062832.36328125,8323.98447160771,10,21.1812992,27.0,1.68528,12799.0,30.3374004,388.0650024,12799.0,1.0,2.0,64.0,46.1657982,45.347599,5015.0,6707.0,3924.0
93,93,48,201,531400,48201531400,5314.0,Census Tract 5314,G5020,S,1065180,0,29.8302031,-95.4709951,1420230.59375,6393.85672594591,15,21.2656994,28.0,1.21235,4060.0,47.6707001,248.4199982,4060.0,1.0,2.0,4.0,12.4533005,24.8502998,2132.0,3844.0,4459.0
