+OID_,FID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Are,Shape__Len,DEM_min,DEM_mean,DEM_max,DEM_std,FloAc_rang,FloAc_mean,FloAc_std,FlowAc_max,Haz_major,Haz_max,FloDir_maj,FloDir_mea,FloDir_std,POP_2010_original,POP_2015_original,POP_2021_original,population_2021,population_2015,population_2010,growth_2010_2021_abs,growth_2010_2021_pct,growth_2010_2015_pct,growth_2015_2021_pct,area_sq_km,pop_density_2010,pop_density_2015,pop_density_2021
1,1,48,201,421700,48201421700,4217.0,Census Tract 4217,G5020,S,1882480,8711,29.6869475,-95.4877251,2514418.72265625,7403.52136771709,9,17.4129009,19.0,0.963373,2800.0,28.8467999,159.0630035,2800.0,1.0,1.0,4.0,20.8899002,34.4556999,4817.0,1813.0,2787.0,4613.0,4597.0,4817.0,-204.0,-4.23500103799045,-4.567157982146564,0.3480530780944094,1.88248,2558.858527049424,2441.9914155794486,2450.490841868174
2,2,48,201,233105,48201233105,2331.05,Census Tract 2331.05,G5020,S,1637257,2549,29.7830028,-95.1613706,2184288.26171875,7967.01561436677,0,7.9582,11.0,1.43312,2207.0,28.6895008,146.2890015,2207.0,1.0,1.0,64.0,35.8022995,48.1321983,,,,4610.0,4878.576156297717,4800.095005426435,-190.0950054264349,-3.960234228937873,1.6349916154276143,-5.5052160239625225,1.637257,2931.7907973069805,2979.725331024828,2815.685014631179
3,3,48,201,341800,48201341800,3418.0,Census Tract 3418,G5020,S,4385025,158731,29.6339494,-95.0245468,6034544.34375,13359.624488964,0,2.8949201,10.0,1.0391999,19854.0,89.5159988,961.3660278,19854.0,1.0,1.0,1.0,27.4193993,43.1992989,1903.0,2590.0,2931.0,2496.0,1770.0,1903.0,593.0,31.16132422490804,-6.988964792433,41.01694915254237,4.385025,433.9770012713725,403.64650144525973,569.2099816990782
4,4,48,201,252201,48201252201,2522.01,Census Tract 2522.01,G5020,S,2675778,0,29.8265714,-95.1639591,3567414.1953125,9910.5721350308,5,10.2792997,17.0,1.28987,10694.0,27.4613991,158.4120026,10694.0,1.0,2.0,1.0,27.5711002,48.7748985,,,,4878.0,973.4365729781097,769.2038572349859,4108.796142765014,534.1621865411172,26.55118195549197,401.11123163128724,2.675778,287.46923595118346,363.79571585464475,1823.0211923410684
5,5,48,201,451700,48201451700,4517.0,Census Tract 4517,G5020,S,1747419,9610,29.7324585,-95.633194,2338157.54296875,7303.744852047809,21,24.7987995,27.0,0.789451,2057.0,19.5382996,94.5761032,2057.0,1.0,1.0,1.0,25.8085003,45.3148003,2672.0,5509.0,3284.0,4316.0,3947.0,2672.0,1644.0,61.52694610778443,47.717065868263475,9.348872561439068,1.747419,1529.112365151117,2258.759919630037,2469.9285059851127
6,6,48,201,451800,48201451800,4518.0,Census Tract 4518,G5020,S,4735936,52173,29.7188585,-95.6342779,6370239.2109375,10383.9227653659,16,23.9421005,32.0,1.86456,3898.0,32.5159988,193.9790039,3898.0,1.0,1.0,4.0,30.5464993,43.4227982,5387.0,3982.0,3131.0,5066.0,5761.0,5387.0,-321.0,-5.9587896788565065,6.942639688138111,-12.06387779899323,4.735936,1137.4731415289395,1216.443803294639,1069.6935093717484
7,7,48,201,421900,48201421900,4219.0,Census Tract 4219,G5020,S,1662248,17649,29.6713977,-95.4847512,2232834.94921875,6611.12993604051,10,16.9305992,19.0,0.813865,6013.0,40.4561005,297.8320007,6013.0,1.0,1.0,64.0,41.3014984,40.662899,2549.0,2677.0,2949.0,2709.0,2677.0,2549.0,160.0,6.2769713613181635,5.0215770890545315,1.1953679491968623,1.662248,1533.46552379669,1610.4696772082145,1629.7207155610956
8,8,48,201,422100,48201422100,4221.0,Census Tract 4221,G5020,S,2399121,0,29.6482654,-95.4870792,3187335.1484375,8453.185162122489,14,18.2787991,25.0,0.883793,3357.0,27.3045998,112.5810013,3357.0,0.0,0.0,64.0,34.6402016,36.0256004,5655.0,2334.0,3944.0,5670.0,5076.0,5655.0,15.0,0.2652519893899204,-10.238726790450928,11.702127659574469,2.399121,2357.1132927434674,2115.774902558062,2363.3655826446434
9,9,48,201,422200,48201422200,4222.0,Census Tract 4222,G5020,S,1774485,290,29.6401541,-95.5018992,2357415.2421875,6236.99674228399,13,19.5114002,27.0,0.72629,4016.0,24.8969002,142.4329987,4016.0,1.0,1.0,64.0,36.1823006,37.7547989,5730.0,4965.0,2494.0,5503.0,4965.0,5730.0,-227.0,-3.961605584642234,-13.350785340314136,10.835850956696879,1.774485,3229.1059096019408,2797.9949111995875,3101.181469553138
10,10,48,201,342100,48201342100,3421.0,Census Tract 3421,G5020,S,4622441,10184,29.655812,-95.1424321,6155694.0,10530.7785510894,4,8.2320995,16.0,1.2848901,2843.0,18.7653008,111.4079971,2843.0,1.0,1.0,4.0,39.0405006,61.1189003,4180.0,2534.0,5409.0,4465.0,4194.718954761195,4386.258066763657,78.74193323634336,1.7951960882785465,-4.366799880149006,6.443364815466926,4.622441,948.905149197936,907.4683602800328,965.9398573178111
11,11,48,201,342200,48201342200,3422.0,Census Tract 3422,G5020,S,2876910,2145,29.6735514,-95.1465361,3826719.9804687514,8390.42633224894,7,9.6061201,16.0,1.06795,3130.0,23.8483009,122.1100006,3130.0,1.0,1.0,4.0,21.2068005,38.0783005,4567.0,3687.0,3959.0,3583.0,3687.0,4567.0,-984.0,-21.54587256404642,-19.26866652069192,-2.8207214537564416,2.87691,1587.4671088077139,1281.583365485886,1245.4334685478516
12,12,48,201,342300,48201342300,3423.0,Census Tract 3423,G5020,S,2797659,0,29.673705,-95.131227,3718673.0664062495,8371.6398132024,8,9.7761297,11.0,0.639345,2357.0,19.1679993,81.8047028,2357.0,0.0,0.0,1.0,27.7261009,38.3927994,6345.0,2302.0,2675.0,7903.0,7487.6168642281355,6346.815985550006,1556.1840144499938,24.519129245168074,17.97438087499978,5.547601370421943,2.797659,2268.6167204616454,2676.386530391351,2824.8617862291294
13,13,48,201,342400,48201342400,3424.0,Census Tract 3424,G5020,S,3319522,88087,29.6958294,-95.1477075,4531297.65234375,11118.8739024629,2,9.4482002,22.0,1.61055,4178.0,20.5699005,117.0920029,4178.0,0.0,0.0,64.0,36.7126007,49.7310982,3524.0,6042.0,3684.0,3236.0,3595.1999173337954,3509.342892726056,-273.3428927260561,-7.789004981320689,2.4465270916016295,-9.99109717381665,3.319522,1057.1832006915622,1083.0474741043424,974.8391485280109
14,14,48,201,342500,48201342500,3425.0,Census Tract 3425,G5020,S,6436831,57514,29.697306,-95.1317655,8636243.83203125,12815.8603723611,5,9.0239697,17.0,0.864363,2535.0,19.2618999,100.0130005,2535.0,1.0,1.0,16.0,32.6278,44.4662018,6055.0,6949.0,3977.0,5889.0,6029.183218438069,6067.841121723936,-178.84112172393634,-2.947359994045555,-0.637094849887633,-2.3250780969695803,6.436831,942.6752266330958,936.6694913130498,914.8911941295337
15,15,48,201,342700,48201342700,3427.0,Census Tract 3427,G5020,S,3491982,5066,29.6960655,-95.1188728,4650272.984375,10559.4028601611,2,8.3195496,10.0,0.88564,2473.0,23.3477993,112.5189972,2473.0,1.0,1.0,1.0,29.3589993,38.888401,4877.0,3152.0,4938.0,5007.0,5103.389215781996,4916.530770831003,90.46922916899712,1.840102978826792,3.800615793144122,-1.8887294640180925,3.491982,1407.9484862267338,1461.4591987536007,1433.8561882621389
16,16,48,201,422800,48201422800,4228.0,Census Tract 4228,G5020,S,2300670,0,29.6900285,-95.517789,3059049.765625,7344.778219433639,16,19.4832001,27.0,0.856871,2145.0,14.3486004,62.6544991,2145.0,1.0,1.0,1.0,28.3122005,44.8264008,4339.0,6061.0,3552.0,5426.0,4082.0,4339.0,1087.0,25.051855266190366,-5.923023738188523,32.9250367466928,2.30067,1885.9723471858197,1774.2657573663323,2358.4434099631844
17,17,48,201,422900,48201422900,4229.0,Census Tract 4229,G5020,S,1615442,15401,29.6820045,-95.5298306,2168100.57421875,6991.35020367114,12,19.4153004,27.0,1.30799,3105.0,33.4421005,185.4929962,3105.0,1.0,1.0,4.0,22.2380009,35.296299,4557.0,1595.0,1459.0,2919.0,4585.0,4557.0,-1638.0,-35.944700460829495,0.6144393241167435,-36.33587786259542,1.615442,2820.8997908931424,2838.232508502317,1806.935810756437
18,18,48,201,423100,48201423100,4231.0,Census Tract 4231,G5020,S,1635456,21679,29.6647245,-95.5494555,2202489.45703125,8425.45650615109,12,20.7180996,29.0,1.4272,2601.0,23.0056,117.6080017,2601.0,1.0,1.0,4.0,21.2488995,38.2223015,2958.0,2626.0,1717.0,2482.0,2626.0,2958.0,-476.0,-16.091954022988507,-11.223799864773495,-5.483625285605483,1.635456,1808.6698755576426,1605.668388510605,1517.6195507552634
19,19,48,201,343000,48201343000,3430.0,Census Tract 3430,G5020,S,5864027,7713,29.65813,-95.107354,7802279.04296875,12847.7508249704,2,7.4925799,10.0,1.07572,7112.0,26.8894997,178.6100006,7112.0,1.0,1.0,16.0,24.4598999,37.7905998,6857.0,3947.0,1104.0,7007.0,8093.880384855911,6866.111707928314,140.888292071686,2.051937079744887,17.881571537933034,-13.428421636790224,5.864027,1170.8867827396282,1380.2597404234173,1194.9126427964945
20,20,48,201,343200,48201343200,3432.0,Census Tract 3432,G5020,S,4682553,0,29.6581158,-95.0553648,6222172.84375,10765.0084781119,3,5.8663802,12.0,0.658389,5086.0,26.7292004,140.5370026,5086.0,1.0,1.0,1.0,25.4874001,39.2663002,4749.0,5175.0,6983.0,5108.0,5184.476175934088,4757.738945764554,350.26105423544595,7.361922506220234,8.969328393888134,-1.4750993801280108,4.682553,1016.0566139378569,1107.1900683097633,1090.8579144752873
21,21,48,201,423600,48201423600,4236.0,Census Tract 4236,G5020,S,3327042,887,29.6337489,-95.520956,4420294.44921875,9694.250358387428,14,19.7000008,27.0,0.86844,4829.0,35.035099,208.2429962,4829.0,1.0,1.0,64.0,32.6119003,39.1869011,6964.0,3126.0,3690.0,6590.0,6969.48950614246,6980.331155264631,-390.331155264631,-5.591871597241337,-0.155317117211462,-5.445011514946723,3.327042,2098.0592235579325,2094.800578454513,1980.7384457424944
22,22,48,201,412300,48201412300,4123.0,Census Tract 4123,G5020,S,2381021,0,29.7157544,-95.4241774,3167489.59765625,7505.56275790693,14,15.1065998,16.0,0.544399,5913.0,46.4150009,290.4849854,5913.0,1.0,1.0,4.0,19.2150993,29.1172009,6704.0,5146.0,3633.0,6952.0,6977.0,6704.0,248.0,3.699284009546539,4.072195704057279,-0.35832019492618605,2.381021,2815.5988544410147,2930.255550035048,2919.755852636327
23,23,48,201,412400,48201412400,4124.0,Census Tract 4124,G5020,S,1689526,0,29.7161946,-95.4352661,2247609.265625,9327.04127333507,12,15.4117002,17.0,0.577339,9354.0,55.0195999,391.3599854,9354.0,1.0,1.0,1.0,16.6527996,30.3448009,4196.0,4484.0,5429.0,4399.0,4487.049088758128,4198.9262253632205,200.0737746367795,4.764879492958285,6.861822473910793,-1.962293859871663,1.689526,2485.268782701906,2655.8035145704343,2603.688845273763
24,24,48,201,332600,48201332600,3326.0,Census Tract 3326,G5020,S,3275969,2883,29.6749892,-95.3068102,4358381.67578125,9328.65464242914,0,10.7821999,14.0,0.80319,21307.0,34.7723999,423.2489929,21307.0,1.0,2.0,4.0,22.6984005,37.7512016,6158.0,5389.0,2610.0,6915.0,7653.128723056204,6099.918026997166,815.0819730028343,13.362179121021375,25.462812601493994,-9.644796915965621,3.275969,1862.0194595849857,2336.1419851824617,2110.8258350430056
25,25,48,201,412700,48201412700,4127.0,Census Tract 4127,G5020,S,2057498,0,29.7135,-95.453667,2736989.55078125,7048.22096105604,15,16.1868,24.0,0.752678,3731.0,22.4442005,101.8119965,3731.0,1.0,1.0,1.0,20.2294006,32.8198013,3331.0,3274.0,2537.0,3192.0,3274.0,3331.0,-139.0,-4.172921044731312,-1.7111978384869406,-2.504581551618815,2.057498,1618.9566162397243,1591.2530656165889,1551.398834895587
26,26,48,201,412800,48201412800,4128.0,Census Tract 4128,G5020,S,2037157,1562,29.6981361,-95.4532887,2711174.15234375,6859.53082648096,10,15.6767998,24.0,0.711102,6569.0,31.0049,205.5590057,6569.0,0.0,0.0,4.0,21.6949005,37.0778999,4857.0,8810.0,8092.0,5089.0,5509.0,4857.0,232.0,4.776611076796376,13.423924233065678,-7.6238881829733165,2.037157,2384.205046542804,2704.2589255516386,2498.089248889506
27,27,48,201,413100,48201413100,4131.0,Census Tract 4131,G5020,S,1427791,20029,29.6983955,-95.4327891,1925400.609375,7018.666752375089,6,14.2034998,16.0,1.3515199,10020.0,65.0531998,506.7380066,10020.0,0.0,0.0,4.0,22.7770004,34.8636017,3047.0,6339.0,5089.0,3063.0,3431.0,3047.0,16.0,0.5251066622907777,12.602559894978668,-10.725735937044593,1.427791,2134.065840168484,2403.012765873997,2145.2719620728803
28,28,48,201,430200,48201430200,4302.0,Census Tract 4302,G5020,S,707341,0,29.7759823,-95.4847472,942101.56640625,5873.53624302178,5,16.3192997,21.0,3.6217899,2889.0,30.8778992,169.2140045,2889.0,0.0,0.0,1.0,33.4439011,46.1763992,1372.0,1619.0,2073.0,1497.0,1619.0,1372.0,125.0,9.110787172011662,18.002915451895042,-7.535515750463249,0.707341,1939.658523965103,2288.853608090016,2116.3766839473465
29,29,48,201,430300,48201430300,4303.0,Census Tract 4303,G5020,S,5060861,1233,29.7726912,-95.4980795,6741564.296875,13852.0937672934,5,18.9906006,23.0,2.7891901,4882.0,23.5998001,130.3159943,4882.0,2.0,2.0,4.0,25.0144997,38.0289001,4326.0,15344.0,5189.0,4397.0,4519.501948139685,4231.897278712614,165.10272128738598,3.9013877325872115,6.796116504854368,-2.7105187594865185,5.060861,836.2010493298698,893.0302468571424,868.8244944881908
30,30,48,201,430400,48201430400,4304.0,Census Tract 4304,G5020,S,5517612,9265,29.7565146,-95.5154397,7358677.359375,14491.0158497605,7,19.9592991,24.0,2.5982699,13779.0,53.9760017,489.8439941,13779.0,1.0,2.0,1.0,23.0042992,38.8303986,3116.0,3951.0,2340.0,3144.0,3269.8830745569226,3114.3895276051403,29.6104723948597,0.9507632918875483,4.992745627145475,-3.849772963945509,5.517612,564.445185273111,592.6264975784674,569.8117228975144
31,31,48,201,430500,48201430500,4305.0,Census Tract 4305,G5020,S,2487842,0,29.7798455,-95.5191678,3313785.34765625,10368.951568861,15,22.5962009,30.0,1.27722,2849.0,30.4976006,144.9589996,2849.0,0.0,0.0,1.0,27.9505997,40.8644981,2526.0,5825.0,2414.0,2343.0,2744.512381516439,2611.688866329029,-268.6888663290292,-10.287935511502805,5.085732718771566,-14.629643656210769,2.487842,1049.7808407161826,1103.1698884078808,941.7800648111897
32,32,48,201,420200,48201420200,4202.0,Census Tract 4202,G5020,S,1653163,1365,29.6674366,-95.4440195,2198958.8515625,7696.768004138031,15,17.1567993,26.0,1.0189,1314.0,18.3099003,67.9672012,1314.0,1.0,1.0,64.0,38.0158997,41.5955009,2586.0,2821.0,2229.0,2713.0,2803.5483943477757,2567.6236226895926,145.3763773104074,5.661903716173372,9.188448399265436,-3.229778181476375,1.653163,1553.1581717529323,1695.8693089234248,1641.096491997462
33,33,48,201,430600,48201430600,4306.0,Census Tract 4306,G5020,S,3738686,0,29.7647541,-95.5317578,4978422.28125,12620.4124551632,19,23.1847,25.0,0.842465,5819.0,35.4672012,225.8609924,5819.0,0.0,0.0,4.0,19.7348003,33.6621017,3624.0,11144.0,3039.0,3835.0,3828.3186783107994,3611.094974023513,223.9050259764872,6.200474581453899,6.015452538631354,0.17452365517670573,3.738686,965.8727622548438,1023.9743798518516,1025.761457367642
34,34,48,201,430700,48201430700,4307.0,Census Tract 4307,G5020,S,1877170,0,29.7770812,-95.5388154,2500236.3515625,8529.05983098831,22,24.3855,33.0,1.06199,3561.0,23.2987995,120.7340012,3561.0,0.0,0.0,16.0,24.1471996,36.9303017,3242.0,3926.0,2289.0,3937.0,3110.9118939608165,3253.2359978433105,683.7640021566895,21.017964961963465,-4.374847197585599,26.55453237498819,1.87717,1733.0534782908903,1657.2350367632216,2097.3060511301587
35,35,48,201,430800,48201430800,4308.0,Census Tract 4308,G5020,S,3381678,0,29.77607,-95.5529434,4504044.97265625,8880.799493492212,15,23.5184002,32.0,1.48429,3643.0,26.5671997,143.9620056,3643.0,0.0,0.0,16.0,19.9368992,30.2252007,4044.0,10609.0,3248.0,6725.0,5052.705654111994,4043.76443008686,2681.23556991314,66.3054343612085,24.950544015825905,33.097007036755834,3.381678,1195.7863611162447,1494.1415634817963,1988.65770188646
36,36,48,201,430900,48201430900,4309.0,Census Tract 4309,G5020,S,2819452,27490,29.7578719,-95.5432087,3790502.2578125,14685.8280977813,11,20.6074009,25.0,2.4435699,6783.0,36.4090004,305.9849854,6783.0,1.0,1.0,4.0,20.1280994,35.7927017,5507.0,7555.0,2780.0,5368.0,6044.466896494539,5509.307589140091,-141.3075891400913,-2.5648883612640514,9.71373078550469,-11.191506349167906,2.819452,1954.0348937098738,2143.8445827396736,1903.916080146071
37,37,48,201,332700,48201332700,3327.0,Census Tract 3327,G5020,S,2496711,0,29.6850652,-95.3137973,3319392.0390625,9202.10887052601,10,11.1142998,20.0,0.639624,9863.0,41.7499008,454.730011,9863.0,0.0,0.0,64.0,40.6633987,43.7356987,3061.0,2222.0,4318.0,2659.0,2597.275044292804,3018.3215302127082,-359.32153021270824,-11.90468035350051,-13.949689643907224,2.376527501114255,2.496711,1208.9190660083239,1040.2786082541409,1065.0011154675092
38,38,48,201,332800,48201332800,3328.0,Census Tract 3328,G5020,S,1950835,8702,29.689777,-95.3077088,2605538.421875,7297.28838202723,8,10.6872997,17.0,0.837747,3592.0,29.4136009,206.8630066,3592.0,0.0,0.0,64.0,33.4334984,44.8446007,5186.0,8661.0,6186.0,4350.0,4766.0,5186.0,-836.0,-16.120323949093716,-8.098727342846123,-8.728493495593789,1.950835,2658.3488608723956,2443.0564348086846,2229.814412802723
39,39,48,201,333000,48201333000,3330.0,Census Tract 3330,G5020,S,1493849,33535,29.6815377,-95.2852604,2030526.46484375,7278.40288093855,0,8.8903599,13.0,2.49435,36192.0,289.9179993,2798.9099121,36192.0,1.0,2.0,4.0,16.1518993,31.7688999,3905.0,4082.0,3609.0,3645.0,3305.0,3905.0,-260.0,-6.658130601792574,-15.364916773367476,10.287443267776098,1.493849,2614.0526920726256,2212.4056715236948,2440.005649834756
40,40,48,201,341002,48201341002,3410.02,Census Tract 3410.02,G5020,S,1785065,0,29.5503433,-95.1445136,2366988.44140625,7002.805636634,2,9.3334904,16.0,0.79322,6077.0,32.5309982,200.7910004,6077.0,0.0,0.0,1.0,29.3458004,46.3353996,,,,4019.0,3913.264012042693,4113.8836990292,-94.88369902920022,-2.3064263837013916,-4.876649454962705,2.7019896340219964,1.785065,2304.6128286808607,2192.2249397319947,2251.458630357998
41,41,48,201,310101,48201310101,3101.01,Census Tract 3101.01,G5020,S,2195579,20698,29.7525284,-95.3436349,2950442.8046875,10491.1554728933,0,12.6694002,16.0,1.72776,26727.0,72.8703003,1114.9200439,26727.0,0.0,0.0,64.0,34.5710983,40.3326988,,,,2724.0,3707.1670320704875,3223.2516783764972,-499.25167837649724,-15.489069057988134,15.013266166597672,-26.52071038518541,2.195579,1468.0645416887742,1688.4689788299522,1240.675011010763
42,42,48,201,510301,48201510301,5103.01,Census Tract 5103.01,G5020,S,1435445,30134,29.7824771,-95.377939,1952246.26953125,7745.32743708436,0,11.3648996,17.0,3.9158399,6292.0,36.5461006,265.0559998,6292.0,2.0,2.0,4.0,23.8656006,38.1329994,,,,3328.0,3275.9869119968344,3309.9386013040767,18.061398695923344,0.5456717139347349,-1.0257498218808572,1.587707442074662,1.435445,2305.8623641477566,2282.2099850546933,2318.4448028311776
43,43,48,201,311001,48201311001,3110.01,Census Tract 3110.01,G5020,S,830347,25333,29.7457725,-95.3037286,1138993.79296875,6208.2636424078,0,9.8371897,12.0,2.22486,67003.0,227.4109955,3523.5200195,67003.0,0.0,0.0,1.0,34.0854988,41.0303001,,,,2785.0,2643.283860190846,2880.1718298186547,-95.17182981865471,-3.3043802745840707,-8.224786006698908,5.361366667555786,0.830347,3468.6364011896894,3183.348479841375,3354.019464151734
44,44,48,201,233502,48201233502,2335.02,Census Tract 2335.02,G5020,S,1380711,0,29.7625516,-95.2458797,1838475.46484375,7528.588383001191,4,8.9656897,13.0,1.11378,4403.0,33.3345985,181.2380066,4403.0,0.0,0.0,4.0,17.6548996,31.9169998,,,,3103.0,3880.731567124191,3759.1892282727035,-656.1892282727035,-17.45560514319237,3.233206190775727,-20.040849352034094,1.380711,2722.6474101189197,2810.6762147358795,2247.3928287672074
45,45,48,201,211302,48201211302,2113.02,Census Tract 2113.02,G5020,S,1584213,0,29.7781578,-95.3230968,2110087.609375,8250.42675126083,7,13.4224997,19.0,0.864751,5654.0,34.0695992,235.8849945,5654.0,0.0,0.0,4.0,24.9806995,51.200901,,,,2722.0,2975.2886767367204,3042.7124178132644,-320.71241781326444,-10.540346039135501,-2.215909090909095,-8.513079040603413,1.584213,1920.646035484663,1878.086265380173,1718.2032971576423
46,46,48,201,454902,48201454902,4549.02,Census Tract 4549.02,G5020,S,3566238,0,29.7493175,-95.7410644,4747346.55859375,9172.78067913712,27,32.4887009,35.0,1.39666,11412.0,67.0425034,474.3970032,11412.0,0.0,0.0,1.0,24.8661995,39.5999985,,,,9106.0,8907.69412893482,7294.471525256287,1811.5284747437126,24.8342661763981,22.115688547044574,2.2262312579977834,3.566238,2045.4247656091063,2497.784536235333,2553.3909963384385
47,47,48,201,100001,48201100001,1000.01,Census Tract 1000.01,G5020,S,2550360,28976,29.7547559,-95.3621919,3433972.3828125,10426.5313589004,0,13.2561998,21.0,2.01366,12280.0,60.3268013,555.5739746,12280.0,0.0,0.0,16.0,28.6797009,38.8865013,,,,4999.0,2925.6376991479688,2581.8786199764368,2417.1213800235632,93.61870698807765,13.314300545029853,70.86873065164066,2.55036,1012.3584983988287,1147.1469514688001,1960.1154346837309
48,48,48,201,340702,48201340702,3407.02,Census Tract 3407.02,G5020,S,1293822,0,29.569193,-95.1406139,1716226.375,5254.31910849475,4,8.1652803,11.0,0.72856,4017.0,28.6704006,168.4199982,4017.0,0.0,0.0,1.0,35.7691994,44.9632988,,,,3459.0,3188.475640393026,3105.132665907432,353.86733409256794,11.396206609071086,2.6840390879478924,8.484441787161591,1.293822,2399.9689802054936,2464.3850857328334,2673.474403743328
49,49,48,201,433004,48201433004,4330.04,Census Tract 4330.04,G5020,S,506114,0,29.7168441,-95.5431959,673302.82421875,3531.162282773389,19,21.9785004,23.0,0.550079,1354.0,21.2553997,115.9960022,1354.0,0.0,0.0,4.0,18.9486008,32.3748016,,,,2578.0,2245.798046317638,2184.2965097135334,393.7034902864666,18.024269531891534,2.815622161671201,14.792156143650695,0.506114,4315.819182463899,4437.336343823009,5093.714064420269
50,50,48,201,340501,48201340501,3405.01,Census Tract 3405.01,G5020,S,2038296,16341,29.5691771,-95.1206675,2725447.73828125,7059.31723252457,2,6.75664,9.0,0.869071,3193.0,24.5100002,138.9629974,3193.0,0.0,0.0,1.0,25.4650002,40.3330994,,,,3852.0,5077.098436839279,4653.038727583825,-801.0387275838248,-17.215389221567445,9.11360799001248,-24.129893325486865,2.038296,2282.8081532730403,2490.8543395263882,1889.8138445054105
51,51,48,201,341303,48201341303,3413.03,Census Tract 3413.03,G5020,S,1171091,0,29.5651387,-95.1087269,1553311.6328125,5187.13263166331,2,5.7492599,7.0,0.488446,4362.0,17.0683994,130.4060059,4362.0,1.0,1.0,1.0,25.7045002,40.4062996,,,,2776.0,510.6459868120097,543.1995420987781,2232.8004579012218,411.0460861719942,-5.992927600967807,443.6251476939469,1.171091,463.8405914645216,436.042960634152,2370.439188756467
52,52,48,201,252306,48201252306,2523.06,Census Tract 2523.06,G5020,S,5339106,1815,29.7998786,-95.1334087,7117425.40234375,11095.8438014849,6,10.2205,12.0,0.760593,8712.0,27.0093002,135.4669952,8712.0,0.0,0.0,1.0,18.8069,36.1533012,,,,9158.0,8780.66773165351,7439.524274697886,1718.4757253021144,23.0992690103414,18.027274425555753,4.297307219429813,5.339106,1393.4026173479017,1644.5951310300843,1715.2684363262313
53,53,48,201,532301,48201532301,5323.01,Census Tract 5323.01,G5020,S,2343652,1484,29.8587372,-95.5129694,3128621.12890625,7492.815041483261,21,26.7033005,34.0,1.0388401,10079.0,31.8831005,278.2269897,10079.0,1.0,1.0,4.0,27.9127007,40.6767998,,,,5009.0,2389.0892672288956,1891.629889372697,3117.370110627303,164.79809967800233,26.2979233226837,109.66148350789497,2.343652,807.1291682266382,1019.3873780018943,2137.2626994110046
54,54,48,201,432005,48201432005,4320.05,Census Tract 4320.05,G5020,S,355438,0,29.7347017,-95.4926459,473019.65625,2774.49386683597,16,19.3883991,20.0,0.515432,1916.0,20.3285007,99.6957016,1916.0,0.0,0.0,16.0,21.7082996,27.6292,,,,3684.0,2283.7292034845955,2257.514210420313,1426.4857895796872,63.18834153934733,1.161232693166608,61.31509788370799,0.355438,6351.358634755747,6425.11268768279,10364.676821274035
55,55,48,201,554701,48201554701,5547.01,Census Tract 5547.01,G5020,S,1493877,0,30.0029583,-95.5883784,1998669.84375,6596.90542323547,40,42.1472015,50.0,1.32689,1308.0,18.0440006,75.7499008,1308.0,0.0,0.0,4.0,22.8638992,41.7386017,,,,3370.0,2602.490483540301,2184.7085098325083,1185.2914901674917,54.25398788135642,19.123007569546292,29.491347665395367,1.493877,1462.4420282476458,1742.1049280096695,2255.875149024987
56,56,48,201,554202,48201554202,5542.02,Census Tract 5542.02,G5020,S,4165810,126325,30.0061995,-95.5751032,5742585.32421875,16392.2162273749,28,40.1819,48.0,2.7583301,4477.0,27.0911999,166.0039978,4477.0,2.0,2.0,4.0,31.2187996,51.6076012,,,,3544.0,5035.649549170735,3327.855982230077,216.1440177699228,6.49499314045073,51.31813323833273,-29.621790289524373,4.16581,798.8496792292682,1208.8044219901376,850.7349110977218
57,57,48,201,554201,48201554201,5542.01,Census Tract 5542.01,G5020,S,2842330,6523,30.0021659,-95.5646443,3811376.4609375,9345.17763777982,28,39.1495018,43.0,2.84641,4115.0,32.4347,202.3359985,4115.0,2.0,2.0,4.0,19.1060009,34.1897011,,,,6911.0,3435.8210727552273,2270.5944087637254,4640.405591236275,204.3696387750221,51.31813323833273,101.14551525402875,2.84233,798.849679229268,1208.8044219901374,2431.455883025546
58,58,48,201,453401,48201453401,4534.01,Census Tract 4534.01,G5020,S,963415,0,29.6544782,-95.5763225,1280095.0859375,4824.57459102131,19,24.1186008,30.0,0.84074,2905.0,33.3219986,170.3009949,2905.0,0.0,0.0,64.0,47.0973015,45.3902016,2478.0,4907.0,3288.0,2679.0,3409.0,2478.0,201.0,8.111380145278451,37.570621468926554,-21.41390437078322,0.963415,2572.1002890758396,3538.454352485689,2780.733121240587
59,59,48,201,534201,48201534201,5342.01,Census Tract 5342.01,G5020,S,3323464,593,29.9127214,-95.5480759,4439259.53515625,9897.61448567696,29,34.0377007,42.0,1.23729,2410.0,21.0625,112.7480011,2410.0,1.0,1.0,16.0,29.0746002,44.2935982,2229.0,3099.0,3039.0,3665.0,2460.8654164567643,2147.136386832598,1517.863613167402,70.69246380787746,14.611509149960034,48.931346488545024,3.323464,646.0537519986972,740.4519550856469,1102.7650668098106
