+OID_,FID_1,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Are,Shape__Len,DEM_min,DEM_mean,DEM_max,DEM_std,FloAc_rang,FloAc_mean,FloAc_std,FlowAc_max,Haz_major,Haz_max,FloDir_maj,FloDir_mea,FloDir_std,POP_2010_original,POP_2015_original,POP_2021_original,population_2021,population_2015,population_2010,growth_2010_2021_abs,growth_2010_2021_pct,growth_2010_2015_pct,growth_2015_2021_pct,area_sq_km,pop_density_2010,pop_density_2015,pop_density_2021
911,911,48,201,422602,48201422602,4226.02,Census Tract 4226.02,G5020,S,1215821,0,29.6870675,-95.4977289,1616504.4140625,5237.427374778849,17,18.0809002,19.0,0.410272,5659.0,39.5488014,229.8789978,5659.0,1.0,1.0,4.0,12.2529001,21.5613003,,,,2629.0,3720.233733855004,3510.42392714257,-881.4239271425699,-25.10876023626113,5.976765515132987,-29.332397153558386,1.215821,2887.2868022040825,3059.853164121202,2162.324881705448
912,912,48,201,422502,48201422502,4225.02,Census Tract 4225.02,G5020,S,1000188,0,29.6694937,-95.499711,1329348.328125,5421.8605153108,12,18.3260002,20.0,0.924664,1935.0,19.1203995,102.8690033,1935.0,1.0,1.0,64.0,35.0629005,43.3825989,,,,3487.0,3992.965446486174,3346.072536974031,140.9274630259688,4.211727673824261,19.332901554404152,-12.67142060874646,1.000188,3345.443593578438,3992.2149100830784,3486.344567221362
913,913,48,201,541401,48201541401,5414.01,Census Tract 5414.01,G5020,S,1437362,0,29.8574106,-95.6506938,1917498.234375,7509.569829771771,32,35.6470985,37.0,0.568045,3081.0,19.7523994,92.5422974,3081.0,0.0,0.0,1.0,30.7161007,39.7192993,,,,5002.0,5278.346630629694,4137.249294420333,864.7507055796668,20.90158566818552,27.581063044672998,-5.235477128881295,1.437362,2878.362788511407,3672.245843865146,3479.986252593292
914,914,48,201,541702,48201541702,5417.02,Census Tract 5417.02,G5020,S,2696140,429,29.7874536,-95.6688113,3592366.77734375,11189.9012125174,26,30.3041992,36.0,1.52766,2817.0,22.6891994,127.862999,2817.0,0.0,0.0,4.0,22.5279007,40.4384995,,,,2567.0,1417.4727573031257,1110.9243738156858,1456.0756261843142,131.0688342522488,27.593992058571892,81.0969548990809,2.69614,412.0425400074498,525.7415257750434,952.1018938185701
915,915,48,201,554409,48201554409,5544.09,Census Tract 5544.09,G5020,S,5321095,81413,29.9713163,-95.6695965,7223497.53125,13830.1346432301,37,43.5915985,52.0,1.48423,5186.0,23.0809994,157.1260071,5186.0,1.0,2.0,4.0,25.7968998,44.5466995,,,,7295.0,5518.638831688902,4479.042864508448,2815.9571354915524,62.8696179222788,23.210225903800215,32.188393234051645,5.321095,841.7520951060727,1037.1246579301635,1370.9584211520373
916,916,48,201,422404,48201422404,4224.04,Census Tract 4224.04,G5020,S,457833,0,29.654967,-95.4970625,608328.16015625,4202.45106085627,14,17.8024006,19.0,0.677249,2786.0,59.7565994,278.5639954,2786.0,0.0,0.0,4.0,23.0337009,35.6484985,,,,3039.0,1926.642454038021,1940.7669056123966,1098.2330943876034,56.58758355842135,-0.7277768151100411,57.73554629353285,0.457833,4239.027998445714,4208.177335487003,6637.791509131059
917,917,48,201,413206,48201413206,4132.06,Census Tract 4132.06,G5020,S,263130,4055,29.6983131,-95.4189449,355322.66796875,2950.35731816276,5,13.8007002,16.0,1.44366,603.0,12.6975002,39.6663017,603.0,0.0,0.0,4.0,21.4783993,46.9782982,,,,2287.0,1451.4793260078545,1445.873079040926,841.1269209590739,58.17432616678973,0.38774129266222757,57.56338784997783,0.26313,5494.9001597724555,5516.206156682456,8691.521301257933
918,918,48,201,412202,48201412202,4122.02,Census Tract 4122.02,G5020,S,1429591,15829,29.7057466,-95.4136689,1922462.73046875,8130.487582722099,4,14.1684999,15.0,1.40229,19238.0,176.0540009,1256.6999512,19238.0,1.0,1.0,4.0,21.6317005,35.6439018,,,,3791.0,3348.2663433668945,3309.4856391048047,481.5143608951953,14.549522596672816,1.1718045790517382,13.222772958614417,1.429591,2314.9877406228807,2342.1148729719857,2651.807405055012
919,919,48,201,413205,48201413205,4132.05,Census Tract 4132.05,G5020,S,300274,0,29.7031646,-95.420566,399360.27734375,2685.9949553822,13,14.6138,16.0,0.560946,581.0,12.7131996,35.9221992,581.0,1.0,1.0,16.0,20.7632999,29.3521004,,,,1492.0,1656.7900172025372,1650.3931445492456,-158.39314454924556,-9.597297775525226,0.3875968992248072,-9.946342957859105,0.300274,5496.290536474173,5517.593988165932,4968.795167080733
920,920,48,201,413203,48201413203,4132.03,Census Tract 4132.03,G5020,S,245909,3798,29.7032683,-95.425711,332105.78515625,2377.08747365525,11,14.3732996,15.0,0.693242,2008.0,31.5786991,151.3659973,2008.0,0.0,0.0,16.0,21.2390995,33.0087013,,,,1980.0,1440.8165595697592,1188.4107389152027,791.5892610847973,66.60906327785044,21.238938053097357,37.42207409048976,0.245909,4832.72567866651,5859.145291834619,8051.758984014412
921,921,48,201,542003,48201542003,5420.03,Census Tract 5420.03,G5020,S,1170925,0,29.811598,-95.7114603,1560643.38671875,5415.40459608877,31,36.2094994,39.0,1.31059,1378.0,18.1980991,78.2194977,1378.0,0.0,0.0,4.0,20.1581001,38.8678017,,,,4154.0,3235.053770275033,3007.8839984790598,1146.1160015209402,38.10373013389064,7.5524778186539745,28.405902806581214,1.170925,2568.8101274454466,2762.818942524101,3547.622606059312
922,922,48,201,555403,48201555403,5554.03,Census Tract 5554.03,G5020,S,6886066,14588,30.1119553,-95.6321573,9252000.47265625,13684.187255613,41,58.4185982,70.0,5.57375,5903.0,30.9326992,189.3220062,5903.0,2.0,2.0,64.0,32.5662003,44.549099,,,,4836.0,3799.3023538223038,3971.7329771420323,864.2670228579677,21.760451365486166,-4.341445517916101,27.28652656808749,6.886066,576.7782326138077,551.7377198856799,702.287779408446
923,923,48,201,334102,48201334102,3341.02,Census Tract 3341.02,G5020,S,12004577,187912,29.6473393,-95.4314349,16198519.7734375,19596.9948375696,12,17.7772007,39.0,2.6568501,10508.0,44.1296997,302.0570068,10508.0,0.0,0.0,1.0,26.8528996,40.9746017,,,,6503.0,5076.397293620368,3743.0921220923983,2759.9078779076017,73.73336770468812,35.62042097918361,28.102660683640305,12.004577,311.8054157253853,422.8718174426611,541.7100494253151
924,924,48,201,540503,48201540503,5405.03,Census Tract 5405.03,G5020,S,685097,38205,29.8599737,-95.6392541,964961.34375,4651.86865146186,17,33.2672005,37.0,2.45014,985.0,16.7131996,68.456398,985.0,1.0,1.0,64.0,55.8516998,67.5251007,,,,4282.0,2444.0945185519054,2180.3792053226302,2101.6207946773698,96.38785719231777,12.094928835567078,75.19780710187223,0.685097,3182.5846636646056,3567.5160138665115,6250.209824302253
925,925,48,201,542304,48201542304,5423.04,Census Tract 5423.04,G5020,S,1983479,6017,29.8239135,-95.725545,2652249.98046875,7171.8658301678,34,39.7635994,42.0,1.17079,1594.0,15.5499001,69.9954987,1594.0,0.0,0.0,4.0,25.9601002,46.8779984,,,,5942.0,4645.505179607649,4000.065084467719,1941.9349155322811,48.54758296490795,16.13573983198869,27.9085862627722,1.983479,2016.6914217230023,2342.09950274626,2995.7463628301584
926,926,48,201,330101,48201330101,3301.01,Census Tract 3301.01,G5020,S,1152250,1101,29.6345193,-95.4242522,1531868.76171875,5275.615702137729,13,16.1070004,17.0,0.546774,1300.0,15.7651997,80.2731018,1300.0,0.0,0.0,1.0,26.4759998,42.5256996,,,,5851.0,4214.335356282905,3988.9913907029854,1862.0086092970146,46.678682075793354,5.649146451033254,38.83565272699733,1.15225,3461.9148541575055,3657.483494278937,5077.891082664352
927,927,48,201,541403,48201541403,5414.03,Census Tract 5414.03,G5020,S,744210,0,29.8548135,-95.6651534,992756.7421875,4405.07185015115,34,37.0233994,38.0,0.572683,1408.0,18.5578003,80.1373978,1408.0,0.0,0.0,1.0,24.0401001,33.1772003,,,,3408.0,2732.9220794628804,2142.1063708380743,1265.8936291619257,59.09574082759762,27.581063044673005,24.70168928745298,0.74421,2878.362788511407,3672.245843865146,4579.35260208812
928,928,48,201,541204,48201541204,5412.04,Census Tract 5412.04,G5020,S,1836957,500,29.88497,-95.6594957,2452542.1953125,6773.17145920178,34,38.4589996,41.0,0.825193,2808.0,28.3229008,165.3170013,2808.0,0.0,0.0,4.0,23.3659,39.6846008,,,,6122.0,5391.129278389744,5100.740581895683,1021.2594181043169,20.02178706615907,5.693069306930693,13.556913289761747,1.836957,2776.7337950184374,2934.8151744378038,3332.6855228511067
929,929,48,201,541404,48201541404,5414.04,Census Tract 5414.04,G5020,S,1246373,0,29.8636612,-95.6577721,1662920.4453125,8509.43022691376,29,35.7224007,38.0,1.4433399,6705.0,35.3788986,291.375,6705.0,1.0,1.0,64.0,39.8204002,47.1292,,,,3052.0,4576.988069155734,3587.513663805328,-535.5136638053282,-14.927153287474898,27.581063044672995,-33.31859393369647,1.246373,2878.3627885114074,3672.245843865146,2448.705162900673
930,930,48,201,542202,48201542202,5422.02,Census Tract 5422.02,G5020,S,14104613,50356,29.8524543,-95.7477262,18880393.61328129,23243.1879910704,36,42.9740982,47.0,1.43186,13167.0,43.855999,309.0929871,13167.0,1.0,2.0,4.0,26.4990997,41.0386009,,,,7930.0,11242.46060011832,8823.837559514364,-893.8375595143643,-10.129805240471338,27.410103872504525,-29.463839971860416,14.104613,625.5994091801288,797.0768570621767,562.2274074446424
931,931,48,201,421205,48201421205,4212.05,Census Tract 4212.05,G5020,S,402048,0,29.718099,-95.4937154,534867.76171875,3495.12999427367,18,19.1627007,20.0,0.398642,2830.0,31.6975002,181.3480072,2830.0,0.0,0.0,64.0,31.4459,38.3310013,,,,2984.0,2737.8585325358135,2811.3150130909553,172.6849869090447,6.142498656498221,-2.6128868594622054,8.99029166551602,0.402048,6992.486004384937,6809.780256426629,7421.999363260108
932,932,48,201,553700,48201553700,5537.0,Census Tract 5537,G5020,S,3142144,19842,30.0172559,-95.510313,4231685.43359375,10373.1922403205,24,33.3625984,37.0,2.07777,2103.0,22.4013004,105.2419968,2103.0,1.0,2.0,4.0,29.3960991,44.7681999,3737.0,5870.0,1809.0,4741.0,3989.0,3737.0,1004.0,26.866470430826865,6.7433770404067435,18.851842567059414,3.142144,1189.3153210037478,1269.5153372983543,1508.8423700505132
933,933,48,201,554600,48201554600,5546.0,Census Tract 5546,G5020,S,3644517,10050,30.003665,-95.618923,4889419.92578125,10157.2846870562,37,43.1445999,47.0,1.03994,6294.0,41.6736984,280.0679932,6294.0,1.0,1.0,4.0,26.1751003,42.2994003,4851.0,8628.0,2699.0,4647.0,4557.0,4851.0,-204.0,-4.205318491032776,-6.0606060606060606,1.9749835418038184,3.644517,1331.0405741007655,1250.371448397689,1275.0660787149573
934,934,48,201,233200,48201233200,2332.0,Census Tract 2332,G5020,S,3146836,33951,29.7793051,-95.1927525,4236774.69921875,9487.32976699516,0,6.5707002,11.0,2.1893599,61662.0,164.2230072,2739.5300293,61662.0,1.0,1.0,4.0,20.5795002,34.3992996,6269.0,3265.0,5108.0,7122.0,5584.0,6269.0,853.0,13.60663582708566,-10.926782580953901,27.542979942693407,3.146836,1992.1597439459827,1774.480780059717,2263.2256653985146
935,935,48,201,233400,48201233400,2334.0,Census Tract 2334,G5020,S,2607542,1970,29.7708371,-95.2453025,3475228.5,10932.003011731,0,9.1952,18.0,1.27159,6493.0,35.2140999,219.6759949,6493.0,1.0,1.0,64.0,38.0382004,44.2464981,2744.0,2797.0,2578.0,2493.0,2740.6069582083705,2732.623890912707,-239.62389091270688,-8.76900372969628,0.2921392630069294,-9.034748943724487,2.607542,1047.9692717941673,1051.0308015013259,956.072807264466
936,936,48,201,311100,48201311100,3111.0,Census Tract 3111,G5020,S,2476080,294903,29.7332048,-95.2862683,3687542.6953125,9371.27952234035,0,6.22434,10.0,2.9686,92359.0,974.9949951,8469.0800781,92359.0,2.0,2.0,4.0,28.5456009,45.4309006,5729.0,10258.0,2709.0,4987.0,5894.0,5729.0,-742.0,-12.951649502530982,2.8800837842555422,-15.388530709195791,2.47608,2313.7378436884105,2380.3754321346646,2014.0706277664694
937,937,48,201,311300,48201311300,3113.0,Census Tract 3113,G5020,S,1475297,0,29.7097312,-95.2945706,1962362.9296875,6766.60059835409,5,10.2785997,12.0,0.482498,2630.0,21.1877003,79.1035995,2630.0,0.0,0.0,4.0,24.6996994,34.5959015,5850.0,3833.0,3097.0,4881.0,4942.926289839689,5849.912764629209,-968.912764629209,-16.562858347010284,-15.504273504273499,-1.2528264879648363,1.475297,3965.24412686341,3350.4618323223654,3308.486359017879
938,938,48,201,311400,48201311400,3114.0,Census Tract 3114,G5020,S,2325533,288482,29.7190269,-95.2752207,3477683.1953125,8055.144817041831,0,7.4127102,16.0,3.20718,49591.0,100.3840027,1821.9399414,49591.0,1.0,2.0,1.0,26.3393002,36.7257996,2221.0,1595.0,5415.0,1444.0,1582.3745388100492,2203.4039378354105,-759.4039378354105,-34.465034975903556,-28.184999961262246,-8.744739972504064,2.325533,947.4834103989969,680.4352115450733,620.9329216140987
939,939,48,201,233600,48201233600,2336.0,Census Tract 2336,G5020,S,3574558,372172,29.7564963,-95.260864,5254017.69140625,11963.2141745934,4,11.7031002,22.0,3.07845,1503.0,19.3418007,70.930603,1503.0,0.0,0.0,64.0,40.0914993,50.3689995,1699.0,6472.0,2230.0,1799.0,2064.7003428394396,1768.9209198059423,30.079080194057724,1.7004197224010174,16.720895757507662,-12.868712099598934,3.574558,494.8642377060163,577.6099710340242,503.27900680307886
940,940,48,201,311600,48201311600,3116.0,Census Tract 3116,G5020,S,491193,0,29.7011087,-95.2861718,653246.78515625,3357.24048511588,3,9.1655903,15.0,1.2675,1426.0,16.4185009,74.7650986,1426.0,0.0,0.0,64.0,42.6405983,45.4716988,4084.0,6325.0,4218.0,4142.0,4171.0,4084.0,58.0,1.4201762977473065,2.1302644466209597,-0.695276912011508,0.491193,8314.450735250706,8491.570523195567,8432.530593880614
941,941,48,201,240600,48201240600,2406.0,Census Tract 2406,G5020,S,2577632,0,29.9583819,-95.4082234,3445576.29296875,9003.515291835409,19,26.7240009,36.0,1.91047,12679.0,53.6893997,348.302002,12679.0,2.0,2.0,4.0,9.3467798,17.3729992,2805.0,3362.0,4052.0,3351.0,2996.140104054091,3000.8931829044427,350.1068170955573,11.666753721527105,-0.15838880495411373,11.843901941225864,2.577632,1164.2054346409584,1162.3614635658198,1300.0304155131532
942,942,48,201,311800,48201311800,3118.0,Census Tract 3118,G5020,S,2458870,42209,29.699182,-95.3244075,3326575.6796875,9345.619392156308,0,9.8777399,14.0,2.2525699,22979.0,98.1570969,1133.8399658,22979.0,1.0,1.0,64.0,39.5293999,44.2811012,4937.0,2385.0,2032.0,4546.0,4853.0,4937.0,-391.0,-7.9197893457565325,-1.7014381203159814,-6.325983927467546,2.45887,2007.8328663166412,1973.670832536897,1848.8167328894979
943,943,48,201,311900,48201311900,3119.0,Census Tract 3119,G5020,S,2074455,43861,29.7170693,-95.3251747,2818086.64453125,8663.72585834678,0,10.2238998,15.0,2.0365601,20903.0,93.6261978,1062.7099609,20903.0,1.0,1.0,4.0,28.0662003,39.1669006,2562.0,2379.0,2026.0,1968.0,2379.0,2562.0,-594.0,-23.185011709601874,-7.142857142857142,-17.276166456494323,2.074455,1235.023174761564,1146.8072337071665,948.6829070767985
944,944,48,201,312000,48201312000,3120.0,Census Tract 3120,G5020,S,1833847,32918,29.7152475,-95.3523898,2483446.328125,11262.2166674391,0,10.8271999,18.0,2.3831799,6901.0,45.4883995,386.4289856,6901.0,2.0,2.0,4.0,22.3318005,34.5186005,3005.0,6058.0,4138.0,3633.0,6058.0,3005.0,628.0,20.898502495840265,101.5973377703827,-40.029712776493895,1.833847,1638.631794255464,3303.4380730780704,1981.0813006755743
945,945,48,201,252100,48201252100,2521.0,Census Tract 2521,G5020,S,23201584,1847553,29.8850976,-95.1385243,33435393.0898438,26716.1613920498,0,10.3023005,20.0,4.6466599,879174.0,1625.2800293,36708.8007812,879174.0,2.0,2.0,4.0,29.3145008,48.1708984,1551.0,1927.0,5013.0,3075.0,1927.0,1551.0,1524.0,98.25918762088975,24.242424242424242,59.57446808510638,23.201584,66.84888411067107,83.05467419810647,132.5340545714465
946,946,48,201,253000,48201253000,2530.0,Census Tract 2530,G5020,S,14985345,2313824,29.8221742,-95.0196332,23061913.78515629,21844.0217869852,5,10.9476995,17.0,1.5497,31911.0,48.2658997,398.4400024,31911.0,2.0,2.0,4.0,23.6816006,47.2901993,3166.0,4053.0,3173.0,4794.0,4068.5434720427493,3178.526063061549,1615.473936938451,50.82462452368348,28.000947336072418,17.830865835458575,14.985345,212.10896799917177,271.5014884237066,319.9125545658108
947,947,48,201,253300,48201253300,2533.0,Census Tract 2533,G5020,S,7740488,13781611,29.7672653,-95.0427303,28658159.4179688,23175.692616010296,-1,2.1146801,11.0,3.1174099,90556.0,189.8959961,1722.1199951,90556.0,1.0,1.0,4.0,18.4342003,29.5683002,3618.0,3190.0,6643.0,3616.0,3551.0,3618.0,-2.0,-0.055279159756771695,-1.8518518518518516,1.830470290059138,7.740488,467.41239053661735,458.75660552667995,467.1540088945296
948,948,48,201,312200,48201312200,3122.0,Census Tract 3122,G5020,S,1087034,0,29.7321055,-95.3497568,1446552.078125,4904.79801422462,11,11.9154997,15.0,0.377108,4310.0,31.9754009,170.0180054,4310.0,0.0,0.0,4.0,37.3423004,50.5796013,2069.0,4353.0,1873.0,1460.0,2232.0,2069.0,-609.0,-29.43450942484292,7.878202029966168,-34.587813620071685,1.087034,1903.344329616185,2053.293641229253,1343.1042635280955
949,949,48,201,312400,48201312400,3124.0,Census Tract 3124,G5020,S,1082496,0,29.7298981,-95.3610125,1440458.171875,6484.31670492602,8,12.5394001,19.0,1.0197099,2504.0,21.4016991,95.2077026,2504.0,0.0,0.0,1.0,35.5381012,48.7947006,2048.0,2370.0,6005.0,2230.0,2152.0,2048.0,182.0,8.88671875,5.078125,3.62453531598513,1.082496,1891.9238500650351,1987.9981080761502,2060.0538015844863
950,950,48,201,533701,48201533701,5337.01,Census Tract 5337.01,G5020,S,8785431,136280,29.9283098,-95.4284337,11918776.2109375,16097.0159389271,23,27.1364002,41.0,1.46137,10447.0,28.2483997,193.6320038,10447.0,1.0,1.0,4.0,23.5086002,41.8340988,6141.0,2752.0,1342.0,6542.0,5825.981432045838,6140.980428114228,401.01957188577217,6.5302206476648434,-5.129457743038592,12.290093545710572,8.785431,698.9959204180452,663.1412200546379,744.6418963395193
951,951,48,201,223002,48201223002,2230.02,Census Tract 2230.02,G5020,S,740660,0,29.906774,-95.327696,989038.49609375,4029.9477213870896,18,20.4976006,21.0,0.513019,5339.0,33.7598991,249.6569977,5339.0,1.0,1.0,1.0,26.6147003,37.0699997,4252.0,4702.0,1692.0,2808.0,4106.0,4252.0,-1444.0,-33.96048918156162,-3.4336782690498593,-31.612274719922066,0.74066,5740.825750006751,5543.70426376475,3791.2132422434047
953,953,48,201,433007,48201433007,4330.07,Census Tract 4330.07,G5020,S,360757,0,29.7076821,-95.5424131,479838.8984375,3735.12710036126,18,21.3794994,22.0,0.66791,2194.0,34.543499,155.7070007,2194.0,0.0,0.0,16.0,21.1406002,32.8180008,,,,1342.0,2581.925876825571,2183.8439283899233,-841.8439283899233,-38.54872216123005,18.228498074454446,-48.02329485732705,0.360757,6053.503960809973,7156.966813743243,3719.95553793828
954,954,48,201,453201,48201453201,4532.01,Census Tract 4532.01,G5020,S,445299,0,29.6874517,-95.5629416,592056.4375,3820.04841597306,18,21.3917999,28.0,0.757365,1748.0,24.4472008,91.2179031,1748.0,0.0,0.0,4.0,18.9657001,34.1501007,,,,4370.0,1968.6302122517063,1675.8116270361356,2694.1883729638644,160.7691657879737,17.473239861299554,121.98176035313521,0.445299,3763.340198464707,4420.917658139152,9813.630841299891
955,955,48,201,432501,48201432501,4325.01,Census Tract 4325.01,G5020,S,915871,0,29.7243764,-95.534001,1218599.09765625,4438.09184727474,19,21.3339005,23.0,0.486536,3732.0,32.1034012,129.6109924,3732.0,0.0,0.0,1.0,28.1884003,39.3487015,,,,3436.0,3161.15392054261,3133.579305045902,302.42069495409805,9.650966690618608,0.8799718409010978,8.694485822766032,0.915871,3421.4199434700977,3451.527475531609,3751.620042560579
956,956,48,201,451502,48201451502,4515.02,Census Tract 4515.02,G5020,S,1219403,49893,29.7596259,-95.6143903,1690034.1484375,7504.04562442715,17,23.0925999,27.0,1.86174,12339.0,107.5429993,880.1879883,12339.0,1.0,2.0,64.0,43.1077995,49.212101,,,,2192.0,2849.6255873143627,2898.82067729821,-706.8206772982098,-24.383042484607515,-1.697072549851494,-23.07761378343545,1.219403,2377.2458139747155,2336.902227823257,1797.6009571897068
957,957,48,201,451603,48201451603,4516.03,Census Tract 4516.03,G5020,S,1317277,0,29.7594273,-95.633117,1753894.12109375,6507.54645028288,25,26.7474003,33.0,0.702941,2999.0,26.4785004,123.3840027,2999.0,0.0,0.0,1.0,28.8036003,39.3083,,,,3553.0,2627.874669844746,2077.872833859434,1475.1271661405658,70.99217729319216,26.46946564885496,35.204317038830084,1.317277,1577.4000714044457,1994.9294414498593,2697.23072671883
958,958,48,201,452402,48201452402,4524.02,Census Tract 4524.02,G5020,S,1366288,260,29.7084956,-95.5807871,1817635.6171875,5690.07397567039,15,22.0193996,23.0,1.23825,4226.0,39.7226982,222.6340027,4226.0,1.0,1.0,4.0,28.0403996,37.4446983,,,,3980.0,4752.53541383784,4702.707015431663,-722.7070154316634,-15.367893705904745,1.0595684196924733,-16.255226875079508,1.366288,3441.9588076830532,3478.4287162280866,2913.0022367172955
959,959,48,201,433005,48201433005,4330.05,Census Tract 4330.05,G5020,S,769426,0,29.7150522,-95.5520841,1023564.33984375,4281.88701705867,15,21.9032993,24.0,1.14758,3869.0,34.3005981,207.6730042,3869.0,0.0,0.0,16.0,33.6379013,43.9295006,,,,2125.0,3414.201953682362,3320.7034902864666,-1195.7034902864666,-36.00753556540265,2.8156221616712123,-37.759979379424315,0.769426,4315.819182463897,4437.336343823008,2761.7990553997392
960,960,48,201,452501,48201452501,4525.01,Census Tract 4525.01,G5020,S,2036350,0,29.7093273,-95.5961331,2708626.16015625,6599.02064966336,18,23.1460991,26.0,0.78163,5658.0,46.2272987,297.2030029,5658.0,1.0,1.0,4.0,25.7350006,42.8853989,,,,2699.0,5524.040837180503,5112.115502532679,-2413.115502532679,-47.2038533037283,8.057825267127585,-51.140839114839295,2.03635,2510.430673770559,2712.716790915365,1325.4106612321063
961,961,48,201,451003,48201451003,4510.03,Census Tract 4510.03,G5020,S,236560,0,29.744056,-95.5864149,314874.2421875,2492.8852716034694,23,23.5291996,24.0,0.499145,2212.0,33.828701,159.8309937,2212.0,0.0,0.0,4.0,20.6532993,30.9225998,,,,4100.0,2206.178074945727,1879.7316144017807,2220.2683855982195,118.1162442865448,17.36665266694666,85.84175260199073,0.23656,7946.109293210098,9326.082494697866,17331.755157253974
962,962,48,201,432303,48201432303,4323.03,Census Tract 4323.03,G5020,S,1071858,0,29.7330116,-95.5517775,1426383.890625,5575.92908592805,21,23.0023994,32.0,1.2307301,1836.0,23.4036999,105.9430008,1836.0,0.0,0.0,1.0,22.5606003,33.8499985,,,,2129.0,4491.680494967281,3639.4725230945733,-1510.4725230945733,-41.50251206760719,23.415700117666837,-52.60125909700288,1.071858,3395.4801131255945,4190.555553970098,1986.2705694224421
963,963,48,201,431001,48201431001,4310.01,Census Tract 4310.01,G5020,S,2180809,0,29.7422707,-95.5481493,2902665.91796875,6978.24799598114,19,22.5366001,29.0,0.784642,5842.0,46.0349007,264.8940125,5842.0,0.0,0.0,1.0,27.2390003,41.4287987,,,,2214.0,2932.175075862175,2746.7266254914157,-532.7266254914157,-19.394963464778943,6.751616584252574,-24.492912506290345,2.180809,1259.498940756121,1344.5354801186968,1015.2195813571936
964,964,48,201,452502,48201452502,4525.02,Census Tract 4525.02,G5020,S,1132429,0,29.7086575,-95.6095718,1506261.38671875,4916.42563170787,20,24.1700993,26.0,0.704747,958.0,12.5215998,52.4580002,958.0,0.0,0.0,64.0,40.3577995,54.5312996,,,,4960.0,3071.9591628194958,2842.884497467321,2117.115502532679,74.47068301293218,8.057825267127576,61.46047968448997,1.132429,2510.4306737705597,2712.716790915365,4379.965543093651
965,965,48,201,451405,48201451405,4514.05,Census Tract 4514.05,G5020,S,617836,0,29.7412332,-95.6211734,822326.9570312499,4213.24580686892,24,25.1578007,26.0,0.746374,613.0,13.2564001,40.1632004,613.0,1.0,1.0,1.0,18.4270992,38.9404984,,,,2714.0,2530.1429945321484,1821.3050854494813,892.6949145505187,49.014024156760634,38.91922966369648,7.266664606118393,0.617836,2947.8778922715433,4095.16925937004,4392.751474501323
966,966,48,201,431002,48201431002,4310.02,Census Tract 4310.02,G5020,S,1993867,10485,29.7528957,-95.5501778,2668382.0390625,8253.69543827961,12,21.4074993,29.0,2.2354,10190.0,58.8679008,479.6990051,10190.0,1.0,2.0,64.0,36.4416008,42.914299,,,,3196.0,2680.8249241378253,2511.2733745085848,684.7266254914152,27.266112580252443,6.75161658425256,19.217035443963546,1.993867,1259.498940756121,1344.5354801186966,1602.915339889772
967,967,48,201,451005,48201451005,4510.05,Census Tract 4510.05,G5020,S,300660,0,29.7399119,-95.5741083,400163.47265625,2632.60803421786,22,23.1702003,25.0,0.381438,1903.0,29.0566998,86.4346008,1903.0,0.0,0.0,1.0,25.1875,42.8142014,,,,2245.0,1164.4171959690595,1120.6318254978376,1124.3681745021624,100.33341450058006,3.9072039072039084,92.80031313275566,0.30066,3727.2394914449465,3872.8703384855307,7466.906139825717
968,968,48,201,323601,48201323601,3236.01,Census Tract 3236.01,G5020,S,2852848,9279,29.6521843,-95.1931237,3802711.390625,11235.8536535119,7,10.6162004,13.0,0.563899,4216.0,28.9897003,186.2649994,4216.0,1.0,1.0,16.0,30.3467999,39.7650986,,,,3384.0,4605.132180240874,4444.779994039178,-1060.7799940391778,-23.865748033913324,3.6076518166645295,-26.516767216375577,2.852848,1558.0150060708381,1614.2227627412585,1186.1830703914125
969,969,48,201,233701,48201233701,2337.01,Census Tract 2337.01,G5020,S,6833507,586053,29.7357783,-95.2467911,9874181.55078125,18422.7748376082,0,8.2691002,19.0,3.6015699,173289.0,477.6109924,8543.8496094,173289.0,2.0,2.0,1.0,26.8687992,40.5191002,5474.0,5455.0,6055.0,4851.0,5387.129541491049,5405.838634375296,-554.8386343752964,-10.263692128120914,-0.34609048012046745,-9.952044727379237,6.833507,791.0782317740066,788.3403853235315,709.8843975721397
970,970,48,201,233703,48201233703,2337.03,Census Tract 2337.03,G5020,S,6781891,562767,29.743492,-95.2215425,9775872.53125,13397.0921093345,0,5.6806402,17.0,2.4790101,297625.0,486.1289978,10644.7998047,297625.0,1.0,2.0,1.0,29.7007008,45.7279015,2460.0,3855.0,6737.0,2766.0,2405.937991260686,2361.7167570709817,404.28324292901834,17.118193437828396,1.872419038282466,14.965556470998049,6.781891,348.2386781313621,354.75916543935693,407.8508486792253
971,971,48,201,222502,48201222502,2225.02,Census Tract 2225.02,G5020,S,3371943,3297,29.9253365,-95.3885504,4508654.8203125,10837.7637907377,20,24.0140991,28.0,0.571551,3714.0,19.625,100.697998,3714.0,1.0,2.0,4.0,27.4570999,39.0525017,3595.0,3930.0,4835.0,3892.0,3888.026590618027,3556.604476659493,335.3955233405072,9.430217094466583,9.318497913769129,0.10219604442935004,3.371943,1054.7641157218532,1153.0522878405795,1154.2306616689548
